date,2020,last3,last1,home,away,2019
2019-01-01,0.270,0.333,0.000,0.278,0.263,0.329
2019-01-02,0.270,0.333,0.000,0.278,0.263,0.329
2019-01-03,0.263,0.333,0.000,0.263,0.263,0.329
2019-01-04,0.263,0.333,0.000,0.263,0.263,0.329
2019-01-05,0.256,0.000,0.000,0.250,0.263,0.329
2019-01-06,0.256,0.000,0.000,0.250,0.263,0.329
2019-01-07,0.250,0.000,0.000,0.238,0.263,0.329
2019-01-08,0.250,0.000,0.000,0.238,0.263,0.329
2019-01-09,0.250,0.000,0.000,0.238,0.263,0.329
2019-01-10,0.244,0.000,0.000,0.238,0.250,0.329
2019-01-11,0.244,0.000,0.000,0.238,0.250,0.329
2019-01-12,0.238,0.000,0.000,0.238,0.238,0.329
2019-01-13,0.233,0.000,0.000,0.238,0.227,0.329
2019-01-14,0.233,0.000,0.000,0.238,0.227,0.329
2019-01-15,0.233,0.000,0.000,0.238,0.227,0.329
2019-01-16,0.227,0.000,0.000,0.238,0.217,0.329
2019-01-17,0.227,0.000,0.000,0.238,0.217,0.329
2019-01-18,0.222,0.000,0.000,0.238,0.208,0.329
2019-01-19,0.222,0.000,0.000,0.238,0.208,0.329
2019-01-20,0.217,0.000,0.000,0.227,0.208,0.329
2019-01-21,0.217,0.000,0.000,0.227,0.208,0.329
2019-01-22,0.234,0.333,1.000,0.227,0.240,0.329
2019-01-23,0.234,0.333,1.000,0.227,0.240,0.329
2019-01-24,0.229,0.333,0.000,0.217,0.240,0.329
2019-01-25,0.229,0.333,0.000,0.217,0.240,0.329
2019-01-26,0.225,0.333,0.000,0.208,0.240,0.329
2019-01-27,0.225,0.333,0.000,0.208,0.240,0.329
2019-01-28,0.220,0.000,0.000,0.200,0.240,0.329
2019-01-29,0.220,0.000,0.000,0.200,0.240,0.329
2019-01-30,0.216,0.000,0.000,0.200,0.231,0.329
2019-01-31,0.231,0.333,1.000,0.200,0.259,0.329
2019-02-01,0.231,0.333,1.000,0.200,0.259,0.329
