date,2020,last3,last1,home,away,2019
2016-01-01,5.7%,5.0%,4.9%,5.3%,6.3%,5.9%
2016-01-02,5.6%,4.2%,3.9%,5.2%,6.3%,5.9%
2016-01-03,5.6%,4.2%,3.9%,5.2%,6.3%,5.9%
2016-01-04,5.6%,4.2%,3.6%,5.2%,6.1%,5.9%
2016-01-05,5.6%,4.2%,3.6%,5.2%,6.1%,5.9%
2016-01-06,5.5%,3.9%,4.2%,5.1%,6.1%,5.9%
2016-01-07,5.5%,3.9%,4.2%,5.1%,6.1%,5.9%
2016-01-08,5.5%,3.7%,3.3%,5.1%,6.1%,5.9%
2016-01-09,5.5%,3.7%,3.3%,5.1%,6.1%,5.9%
2016-01-10,5.5%,4.5%,6.0%,5.1%,6.1%,5.9%
2016-01-11,5.5%,4.5%,6.0%,5.1%,6.1%,5.9%
2016-01-12,5.4%,4.6%,4.4%,5.0%,6.1%,5.9%
2016-01-13,5.4%,4.4%,2.7%,5.0%,5.9%,5.9%
2016-01-14,5.4%,4.4%,2.7%,5.0%,5.9%,5.9%
2016-01-15,5.4%,5.0%,7.6%,5.0%,6.0%,5.9%
2016-01-16,5.5%,5.6%,6.2%,5.1%,6.0%,5.9%
2016-01-17,5.5%,5.6%,6.2%,5.1%,6.0%,5.9%
2016-01-18,5.5%,5.6%,6.2%,5.1%,6.0%,5.9%
2016-01-19,5.4%,6.3%,5.2%,5.1%,5.9%,5.9%
2016-01-20,5.4%,6.3%,5.2%,5.1%,5.9%,5.9%
2016-01-21,5.4%,4.9%,3.4%,5.0%,5.9%,5.9%
2016-01-22,5.4%,4.9%,3.4%,5.0%,5.9%,5.9%
2016-01-23,5.4%,4.8%,5.8%,5.0%,5.9%,5.9%
2016-01-24,5.3%,3.8%,1.9%,5.0%,5.7%,5.9%
2016-01-25,5.3%,3.8%,1.9%,5.0%,5.7%,5.9%
2016-01-26,5.3%,4.3%,5.0%,5.0%,5.7%,5.9%
2016-01-27,5.3%,4.3%,5.0%,5.0%,5.7%,5.9%
2016-01-28,5.3%,4.3%,5.0%,5.0%,5.7%,5.9%
2016-01-29,5.4%,5.9%,10.7%,5.0%,6.0%,5.9%
2016-01-30,5.4%,5.9%,10.7%,5.0%,6.0%,5.9%
2016-01-31,5.4%,5.9%,10.7%,5.0%,6.0%,5.9%
2016-02-01,5.4%,6.0%,1.9%,5.0%,5.8%,5.9%
2016-02-02,5.3%,5.4%,3.4%,5.0%,5.7%,5.9%
2016-02-03,5.3%,5.4%,3.4%,5.0%,5.7%,5.9%
2016-02-04,5.4%,4.2%,7.0%,5.0%,5.8%,5.9%
2016-02-05,5.4%,4.2%,7.0%,5.0%,5.8%,5.9%
2016-02-06,5.3%,4.9%,4.2%,5.0%,5.7%,5.9%
2016-02-07,5.3%,5.3%,4.6%,5.0%,5.7%,5.9%
2016-02-08,5.3%,5.3%,4.6%,5.0%,5.7%,5.9%
2016-02-09,5.3%,4.5%,4.7%,5.0%,5.6%,5.9%
2016-02-10,5.3%,4.5%,4.7%,5.0%,5.6%,5.9%
2016-02-11,5.3%,5.2%,6.3%,5.1%,5.6%,5.9%
2016-02-12,5.3%,5.2%,6.3%,5.1%,5.6%,5.9%
2016-02-13,5.3%,5.2%,6.3%,5.1%,5.6%,5.9%
2016-02-14,5.3%,5.2%,6.3%,5.1%,5.6%,5.9%
2016-02-15,5.3%,5.2%,6.3%,5.1%,5.6%,5.9%
2016-02-16,5.3%,5.2%,6.3%,5.1%,5.6%,5.9%
2016-02-17,5.3%,5.2%,6.3%,5.1%,5.6%,5.9%
2016-02-18,5.3%,5.2%,6.3%,5.1%,5.6%,5.9%
2016-02-19,5.3%,4.9%,3.6%,5.1%,5.5%,5.9%
2016-02-20,5.3%,4.5%,3.6%,5.0%,5.5%,5.9%
2016-02-21,5.3%,4.5%,3.6%,5.0%,5.5%,5.9%
2016-02-22,5.2%,3.0%,1.8%,4.9%,5.5%,5.9%
2016-02-23,5.2%,3.0%,1.8%,4.9%,5.5%,5.9%
2016-02-24,5.2%,3.0%,1.8%,4.9%,5.5%,5.9%
2016-02-25,5.2%,3.6%,5.3%,4.9%,5.5%,5.9%
2016-02-26,5.2%,3.6%,5.3%,4.9%,5.5%,5.9%
2016-02-27,5.2%,3.2%,2.6%,4.9%,5.4%,5.9%
2016-02-28,5.1%,3.9%,3.7%,4.9%,5.4%,5.9%
2016-02-29,5.1%,3.9%,3.7%,4.9%,5.4%,5.9%
2016-03-01,5.1%,3.9%,3.7%,4.9%,5.4%,5.9%
2016-03-02,5.2%,5.2%,9.4%,4.9%,5.6%,5.9%
2016-03-03,5.2%,6.0%,5.2%,4.9%,5.6%,5.9%
2016-03-04,5.2%,6.0%,5.2%,4.9%,5.6%,5.9%
2016-03-05,5.2%,6.0%,5.2%,4.9%,5.6%,5.9%
2016-03-06,5.2%,7.0%,6.7%,4.9%,5.6%,5.9%
2016-03-07,5.2%,7.0%,6.7%,4.9%,5.6%,5.9%
2016-03-08,5.2%,5.4%,4.4%,4.9%,5.6%,5.9%
2016-03-09,5.2%,5.4%,4.4%,4.9%,5.6%,5.9%
2016-03-10,5.2%,5.4%,4.4%,4.9%,5.6%,5.9%
2016-03-11,5.2%,5.2%,4.5%,4.9%,5.5%,5.9%
2016-03-12,5.2%,5.1%,6.5%,4.9%,5.5%,5.9%
2016-03-13,5.2%,5.1%,6.5%,4.9%,5.5%,5.9%
2016-03-14,5.2%,5.1%,6.5%,4.9%,5.5%,5.9%
