date,2020,last3,last1,home,away,2019
2019-01-01,5.3%,4.8%,2.2%,4.9%,5.7%,4.1%
2019-01-02,5.3%,4.8%,2.2%,4.9%,5.7%,4.1%
2019-01-03,5.2%,3.2%,0.0%,4.7%,5.7%,4.1%
2019-01-04,5.2%,3.2%,0.0%,4.7%,5.7%,4.1%
2019-01-05,5.1%,1.5%,2.2%,4.5%,5.7%,4.1%
2019-01-06,5.1%,1.5%,2.2%,4.5%,5.7%,4.1%
2019-01-07,5.1%,2.4%,4.8%,4.6%,5.7%,4.1%
2019-01-08,5.1%,2.4%,4.8%,4.6%,5.7%,4.1%
2019-01-09,5.1%,2.4%,4.8%,4.6%,5.7%,4.1%
2019-01-10,5.1%,3.5%,3.6%,4.6%,5.6%,4.1%
2019-01-11,5.1%,3.5%,3.6%,4.6%,5.6%,4.1%
2019-01-12,5.0%,3.1%,1.1%,4.6%,5.4%,4.1%
2019-01-13,5.0%,4.2%,8.0%,4.6%,5.5%,4.1%
2019-01-14,5.0%,4.2%,8.0%,4.6%,5.5%,4.1%
2019-01-15,5.0%,4.2%,8.0%,4.6%,5.5%,4.1%
2019-01-16,5.1%,5.3%,7.3%,4.6%,5.6%,4.1%
2019-01-17,5.1%,5.3%,7.3%,4.6%,5.6%,4.1%
2019-01-18,5.1%,6.0%,3.1%,4.6%,5.5%,4.1%
2019-01-19,5.1%,6.0%,3.1%,4.6%,5.5%,4.1%
2019-01-20,5.0%,3.9%,1.3%,4.4%,5.5%,4.1%
2019-01-21,5.0%,3.9%,1.3%,4.4%,5.5%,4.1%
2019-01-22,4.9%,2.3%,2.3%,4.4%,5.4%,4.1%
2019-01-23,4.9%,2.3%,2.3%,4.4%,5.4%,4.1%
2019-01-24,5.0%,3.5%,6.7%,4.5%,5.4%,4.1%
2019-01-25,5.0%,3.5%,6.7%,4.5%,5.4%,4.1%
2019-01-26,5.0%,5.0%,6.1%,4.6%,5.4%,4.1%
2019-01-27,5.0%,5.0%,6.1%,4.6%,5.4%,4.1%
2019-01-28,5.1%,7.2%,8.7%,4.8%,5.4%,4.1%
2019-01-29,5.1%,7.2%,8.7%,4.8%,5.4%,4.1%
2019-01-30,5.1%,7.8%,8.5%,4.8%,5.5%,4.1%
2019-01-31,5.1%,6.9%,3.4%,4.8%,5.4%,4.1%
2019-02-01,5.1%,6.9%,3.4%,4.8%,5.4%,4.1%
2019-02-02,5.1%,6.9%,3.4%,4.8%,5.4%,4.1%
