date,2020,last3,last1,home,away,2019
2019-08-14,4.8%,3.6%,3.2%,4.3%,5.3%,4.1%
2019-08-15,4.8%,3.6%,3.2%,4.3%,5.3%,4.1%
2019-08-16,4.8%,3.6%,3.2%,4.3%,5.3%,4.1%
2019-08-17,4.8%,3.6%,3.2%,4.3%,5.3%,4.1%
2019-08-18,4.8%,3.6%,3.2%,4.3%,5.3%,4.1%
2019-08-19,4.8%,3.6%,3.2%,4.3%,5.3%,4.1%
2019-08-20,4.8%,3.6%,3.2%,4.3%,5.3%,4.1%
2019-08-21,4.8%,3.6%,3.2%,4.3%,5.3%,4.1%
2019-08-22,4.8%,3.6%,3.2%,4.3%,5.3%,4.1%
2019-08-23,4.8%,3.6%,3.2%,4.3%,5.3%,4.1%
2019-08-24,4.8%,3.6%,3.2%,4.3%,5.3%,4.1%
2019-08-25,4.8%,3.6%,3.2%,4.3%,5.3%,4.1%
2019-08-26,4.8%,3.6%,3.2%,4.3%,5.3%,4.1%
2019-08-27,4.8%,3.6%,3.2%,4.3%,5.3%,4.1%
2019-08-28,4.8%,3.6%,3.2%,4.3%,5.3%,4.1%
2019-08-29,4.8%,3.6%,3.2%,4.3%,5.3%,4.1%
2019-08-30,4.8%,3.6%,3.2%,4.3%,5.3%,4.1%
2019-08-31,4.8%,3.6%,3.2%,4.3%,5.3%,4.1%
2019-09-01,4.8%,3.6%,3.2%,4.3%,5.3%,4.1%
2019-09-02,4.8%,3.6%,3.2%,4.3%,5.3%,4.1%
2019-09-03,4.8%,3.6%,3.2%,4.3%,5.3%,4.1%
2019-09-04,4.8%,3.6%,3.2%,4.3%,5.3%,4.1%
2019-09-05,4.8%,3.6%,3.2%,4.3%,5.3%,4.1%
2019-09-06,4.8%,3.6%,3.2%,4.3%,5.3%,4.1%
2019-09-07,4.8%,3.6%,3.2%,4.3%,5.3%,4.1%
2019-09-08,4.8%,3.6%,3.2%,4.3%,5.3%,4.1%
2019-09-09,4.8%,3.6%,3.2%,4.3%,5.3%,4.1%
2019-09-10,4.8%,3.6%,3.2%,4.3%,5.3%,4.1%
2019-09-11,4.8%,3.6%,3.2%,4.3%,5.3%,4.1%
2019-09-12,4.8%,3.6%,3.2%,4.3%,5.3%,4.1%
2019-09-13,4.8%,3.6%,3.2%,4.3%,5.3%,4.1%
2019-09-14,4.8%,3.6%,3.2%,4.3%,5.3%,4.1%
2019-09-15,4.8%,3.6%,3.2%,4.3%,5.3%,4.1%
2019-09-16,4.8%,3.6%,3.2%,4.3%,5.3%,4.1%
2019-09-17,4.8%,3.6%,3.2%,4.3%,5.3%,4.1%
2019-09-18,4.8%,3.6%,3.2%,4.3%,5.3%,4.1%
2019-09-19,4.8%,3.6%,3.2%,4.3%,5.3%,4.1%
2019-09-20,4.8%,3.6%,3.2%,4.3%,5.3%,4.1%
2019-09-21,4.8%,3.6%,3.2%,4.3%,5.3%,4.1%
2019-09-22,4.8%,3.6%,3.2%,4.3%,5.3%,4.1%
2019-09-23,4.8%,3.6%,3.2%,4.3%,5.3%,4.1%
2019-09-24,4.8%,3.6%,3.2%,4.3%,5.3%,4.1%
2019-09-25,4.8%,3.6%,3.2%,4.3%,5.3%,4.1%
2019-09-26,4.8%,3.6%,3.2%,4.3%,5.3%,4.1%
2019-09-27,4.8%,3.6%,3.2%,4.3%,5.3%,4.1%
2019-09-28,4.8%,3.6%,3.2%,4.3%,5.3%,4.1%
2019-09-29,4.8%,3.6%,3.2%,4.3%,5.3%,4.1%
2019-09-30,4.8%,3.6%,3.2%,4.3%,5.3%,4.1%
2019-10-01,4.8%,3.6%,3.2%,4.3%,5.3%,4.1%
2019-10-02,4.8%,3.6%,3.2%,4.3%,5.3%,4.1%
2019-10-03,4.8%,3.6%,3.2%,4.3%,5.3%,4.1%
2019-10-04,4.8%,3.6%,3.2%,4.3%,5.3%,4.1%
2019-10-05,4.8%,3.6%,3.2%,4.3%,5.3%,4.1%
2019-10-06,4.8%,3.6%,3.2%,4.3%,5.3%,4.1%
2019-10-07,4.8%,3.6%,3.2%,4.3%,5.3%,4.1%
2019-10-08,4.8%,3.6%,3.2%,4.3%,5.3%,4.1%
2019-10-09,4.8%,3.6%,3.2%,4.3%,5.3%,4.1%
2019-10-10,4.8%,3.6%,3.2%,4.3%,5.3%,4.1%
2019-10-11,4.8%,3.6%,3.2%,4.3%,5.3%,4.1%
2019-10-12,4.8%,3.6%,3.2%,4.3%,5.3%,4.1%
2019-10-13,4.8%,3.6%,3.2%,4.3%,5.3%,4.1%
2019-10-14,4.8%,3.6%,3.2%,4.3%,5.3%,4.1%
2019-10-15,4.8%,3.6%,3.2%,4.3%,5.3%,4.1%
2019-10-16,4.8%,3.6%,3.2%,4.3%,5.3%,4.1%
2019-10-17,4.8%,3.6%,3.2%,4.3%,5.3%,4.1%
