date,2020,last3,last1,home,away,2019
2021-01-01,15.3%,15.3%,14.3%,16.7%,13.2%,13.6%
2021-01-02,15.8%,14.8%,17.9%,16.7%,14.8%,13.6%
2021-01-03,15.8%,14.8%,17.9%,16.7%,14.8%,13.6%
2021-01-04,15.5%,15.3%,13.8%,16.0%,14.8%,13.6%
2021-01-05,15.5%,15.3%,13.8%,16.0%,14.8%,13.6%
2021-01-06,15.2%,15.0%,13.1%,16.0%,14.4%,13.6%
2021-01-07,15.1%,13.7%,14.2%,16.0%,14.3%,13.6%
2021-01-08,15.1%,13.7%,14.2%,16.0%,14.3%,13.6%
2021-01-09,14.8%,13.1%,11.9%,16.0%,14.0%,13.6%
2021-01-10,14.8%,13.1%,11.9%,16.0%,14.0%,13.6%
2021-01-11,15.4%,15.8%,21.6%,16.0%,15.0%,13.6%
2021-01-12,15.4%,15.8%,21.6%,16.0%,15.0%,13.6%
2021-01-13,15.4%,15.8%,21.6%,16.0%,15.0%,13.6%
2021-01-14,15.4%,15.8%,21.6%,16.0%,15.0%,13.6%
2021-01-15,15.4%,15.8%,21.6%,16.0%,15.0%,13.6%
2021-01-16,15.7%,17.4%,18.6%,16.0%,15.5%,13.6%
2021-01-17,15.7%,17.4%,18.6%,16.0%,15.5%,13.6%
2021-01-18,15.4%,17.5%,12.4%,16.0%,15.1%,13.6%
2021-01-19,15.4%,15.7%,15.7%,15.9%,15.1%,13.6%
2021-01-20,15.4%,15.7%,15.7%,15.9%,15.1%,13.6%
2021-01-21,15.4%,15.7%,15.7%,15.9%,15.1%,13.6%
2021-01-22,15.4%,15.7%,15.7%,15.9%,15.1%,13.6%
2021-01-23,15.4%,14.1%,14.3%,15.9%,15.1%,13.6%
2021-01-24,15.4%,15.5%,16.4%,16.0%,15.1%,13.6%
2021-01-25,15.4%,15.5%,16.4%,16.0%,15.1%,13.6%
2021-01-26,15.5%,15.9%,16.9%,16.1%,15.1%,13.6%
2021-01-27,15.5%,15.6%,16.9%,16.1%,15.0%,13.6%
2021-01-28,15.5%,15.6%,16.9%,16.1%,15.0%,13.6%
2021-01-29,15.5%,15.6%,16.9%,16.1%,15.0%,13.6%
2021-01-30,15.5%,15.6%,16.9%,16.1%,15.0%,13.6%
2021-01-31,15.4%,15.8%,14.0%,15.9%,15.0%,13.6%
2021-02-01,15.4%,15.8%,14.0%,15.9%,15.0%,13.6%
2021-02-02,15.2%,14.0%,11.1%,15.4%,15.0%,13.6%
2021-02-03,15.2%,14.0%,11.1%,15.4%,15.0%,13.6%
2021-02-04,14.9%,11.2%,8.5%,14.8%,15.0%,13.6%
2021-02-05,14.9%,11.2%,8.5%,14.8%,15.0%,13.6%
2021-02-06,14.5%,8.8%,7.0%,14.8%,14.3%,13.6%
2021-02-07,14.3%,8.8%,11.0%,14.8%,14.0%,13.6%
2021-02-08,14.3%,8.8%,11.0%,14.8%,14.0%,13.6%
2021-02-09,14.3%,10.7%,14.0%,14.7%,14.0%,13.6%
2021-02-10,14.3%,10.7%,14.0%,14.7%,14.0%,13.6%
2021-02-11,14.4%,13.8%,16.5%,14.8%,14.0%,13.6%
2021-02-12,14.4%,13.8%,16.5%,14.8%,14.0%,13.6%
2021-02-13,14.3%,14.2%,12.3%,14.6%,14.0%,13.6%
2021-02-14,14.3%,14.2%,12.3%,14.6%,14.0%,13.6%
2021-02-15,14.3%,14.2%,12.3%,14.6%,14.0%,13.6%
2021-02-16,14.3%,14.4%,14.5%,14.6%,14.0%,13.6%
2021-02-17,14.3%,14.4%,14.5%,14.6%,14.0%,13.6%
2021-02-18,14.2%,13.0%,11.9%,14.5%,14.0%,13.6%
2021-02-19,14.2%,13.0%,11.9%,14.5%,14.0%,13.6%
2021-02-20,14.1%,12.2%,9.7%,14.5%,13.7%,13.6%
2021-02-21,14.1%,11.6%,13.4%,14.4%,13.7%,13.6%
2021-02-22,14.1%,11.6%,13.4%,14.4%,13.7%,13.6%
2021-02-23,14.0%,11.3%,11.0%,14.4%,13.6%,13.6%
2021-02-24,14.0%,11.3%,11.0%,14.4%,13.6%,13.6%
2021-02-25,14.1%,13.9%,17.0%,14.6%,13.6%,13.6%
2021-02-26,14.1%,13.9%,17.0%,14.6%,13.6%,13.6%
2021-02-27,14.2%,15.4%,18.2%,14.8%,13.6%,13.6%
2021-02-28,14.2%,15.4%,18.2%,14.8%,13.6%,13.6%
2021-03-01,14.2%,15.4%,18.2%,14.8%,13.6%,13.6%
2021-03-02,14.0%,14.6%,8.7%,14.4%,13.6%,13.6%
2021-03-03,14.0%,14.7%,8.7%,14.4%,13.6%,13.6%
2021-03-04,14.0%,13.3%,13.4%,14.4%,13.5%,13.6%
2021-03-05,14.0%,13.3%,13.4%,14.4%,13.5%,13.6%
2021-03-06,14.0%,13.3%,13.4%,14.4%,13.5%,13.6%
2021-03-07,14.0%,13.3%,13.4%,14.4%,13.5%,13.6%
2021-03-08,14.0%,13.3%,13.4%,14.4%,13.5%,13.6%
2021-03-09,14.0%,13.3%,13.4%,14.4%,13.5%,13.6%
2021-03-10,14.0%,13.3%,13.4%,14.4%,13.5%,13.6%
2021-03-11,14.0%,13.3%,13.4%,14.4%,13.5%,13.6%
2021-03-12,14.1%,13.0%,16.8%,14.6%,13.5%,13.6%
2021-03-13,14.1%,14.9%,14.6%,14.6%,13.5%,13.6%
2021-03-14,14.1%,14.9%,14.6%,14.6%,13.5%,13.6%
2021-03-15,14.0%,13.7%,10.0%,14.3%,13.5%,13.6%
2021-03-16,14.0%,13.7%,10.0%,14.3%,13.5%,13.6%
2021-03-17,13.9%,11.6%,10.6%,14.2%,13.5%,13.6%
2021-03-18,13.9%,11.9%,15.1%,14.2%,13.5%,13.6%
2021-03-19,13.9%,11.9%,15.1%,14.2%,13.5%,13.6%
2021-03-20,14.0%,13.7%,15.3%,14.2%,13.6%,13.6%
2021-03-21,14.0%,13.7%,15.3%,14.2%,13.6%,13.6%
2021-03-22,14.1%,16.5%,19.3%,14.2%,13.9%,13.6%
2021-03-23,14.0%,15.6%,12.3%,14.1%,13.9%,13.6%
2021-03-24,14.0%,15.6%,12.3%,14.1%,13.9%,13.6%
2021-03-25,14.0%,15.2%,14.2%,14.1%,13.9%,13.6%
2021-03-26,14.0%,15.2%,14.3%,14.1%,13.9%,13.6%
2021-03-27,14.0%,15.2%,14.3%,14.1%,13.9%,13.6%
2021-03-28,14.0%,12.8%,12.0%,14.1%,13.8%,13.6%
2021-03-29,14.0%,12.8%,12.0%,14.1%,13.8%,13.6%
2021-03-30,14.1%,14.8%,18.3%,14.1%,14.1%,13.6%
2021-03-31,14.1%,14.8%,18.3%,14.1%,14.1%,13.6%
2021-04-01,14.0%,12.8%,8.5%,14.1%,13.8%,13.6%
2021-04-02,14.0%,12.8%,8.5%,14.1%,13.8%,13.6%
2021-04-03,13.8%,11.2%,6.7%,14.1%,13.5%,13.6%
2021-04-04,13.8%,11.2%,6.7%,14.1%,13.5%,13.6%
2021-04-05,13.7%,8.0%,8.8%,13.9%,13.5%,13.6%
2021-04-06,13.7%,8.0%,8.8%,13.9%,13.5%,13.6%
2021-04-07,13.8%,11.3%,17.5%,13.9%,13.7%,13.6%
2021-04-08,13.8%,11.3%,17.5%,13.9%,13.7%,13.6%
2021-04-09,13.8%,13.7%,14.2%,13.9%,13.7%,13.6%
