date,2020,last3,last1,home,away,2019
2021-01-01,114.9%,122.6%,128.0%,111.2%,120.3%,108.6%
2021-01-02,112.5%,113.7%,99.5%,111.2%,113.7%,108.6%
2021-01-03,112.5%,113.7%,99.5%,111.2%,113.7%,108.6%
2021-01-04,113.4%,115.8%,118.9%,113.1%,113.7%,108.6%
2021-01-05,113.4%,115.8%,118.9%,113.1%,113.7%,108.6%
2021-01-06,113.1%,110.1%,111.5%,113.1%,113.1%,108.6%
2021-01-07,114.3%,118.1%,123.8%,113.1%,115.3%,108.6%
2021-01-08,114.3%,118.1%,123.8%,113.1%,115.3%,108.6%
2021-01-09,114.7%,117.7%,117.8%,113.1%,115.7%,108.6%
2021-01-10,114.7%,117.7%,117.8%,113.1%,115.7%,108.6%
2021-01-11,117.4%,129.4%,149.3%,113.1%,119.9%,108.6%
2021-01-12,117.4%,129.4%,149.3%,113.1%,119.9%,108.6%
2021-01-13,117.4%,129.4%,149.3%,113.1%,119.9%,108.6%
2021-01-14,117.4%,129.4%,149.3%,113.1%,119.9%,108.6%
2021-01-15,117.4%,129.4%,149.3%,113.1%,119.9%,108.6%
2021-01-16,117.7%,128.5%,121.5%,113.1%,120.1%,108.6%
2021-01-17,117.7%,128.5%,121.5%,113.1%,120.1%,108.6%
2021-01-18,117.6%,127.8%,116.2%,113.1%,119.6%,108.6%
2021-01-19,118.0%,120.1%,122.6%,115.0%,119.6%,108.6%
2021-01-20,118.0%,120.1%,122.6%,115.0%,119.6%,108.6%
2021-01-21,118.0%,120.1%,122.6%,115.0%,119.6%,108.6%
2021-01-22,118.0%,120.1%,122.6%,115.0%,119.6%,108.6%
2021-01-23,118.2%,120.3%,122.1%,115.0%,119.9%,108.6%
2021-01-24,116.9%,113.8%,95.3%,111.9%,119.9%,108.6%
2021-01-25,116.9%,113.8%,95.3%,111.9%,119.9%,108.6%
2021-01-26,116.6%,109.8%,111.1%,111.8%,119.9%,108.6%
2021-01-27,116.5%,109.4%,111.1%,111.8%,119.8%,108.6%
2021-01-28,116.5%,109.4%,111.1%,111.8%,119.8%,108.6%
2021-01-29,116.5%,109.4%,111.1%,111.8%,119.8%,108.6%
2021-01-30,116.5%,109.4%,111.1%,111.8%,119.8%,108.6%
2021-01-31,117.3%,112.8%,132.4%,114.2%,119.8%,108.6%
2021-02-01,117.3%,112.8%,132.4%,114.2%,119.8%,108.6%
2021-02-02,117.1%,118.6%,112.8%,114.1%,119.8%,108.6%
2021-02-03,117.1%,118.6%,112.8%,114.1%,119.8%,108.6%
2021-02-04,116.6%,117.5%,107.7%,113.4%,119.8%,108.6%
2021-02-05,116.6%,117.5%,107.7%,113.4%,119.8%,108.6%
2021-02-06,116.4%,111.2%,112.8%,113.4%,119.1%,108.6%
2021-02-07,116.7%,114.0%,121.4%,113.4%,119.3%,108.6%
2021-02-08,116.7%,114.0%,121.4%,113.4%,119.3%,108.6%
2021-02-09,116.2%,113.0%,104.8%,112.7%,119.3%,108.6%
2021-02-10,116.2%,113.0%,104.8%,112.7%,119.3%,108.6%
2021-02-11,117.4%,124.4%,149.6%,115.4%,119.3%,108.6%
2021-02-12,117.4%,124.4%,149.6%,115.4%,119.3%,108.6%
2021-02-13,117.3%,122.3%,115.1%,115.4%,119.3%,108.6%
2021-02-14,117.3%,122.3%,115.1%,115.4%,119.3%,108.6%
2021-02-15,117.3%,122.3%,115.1%,115.4%,119.3%,108.6%
2021-02-16,116.8%,122.1%,106.7%,115.4%,118.2%,108.6%
2021-02-17,116.8%,122.1%,106.7%,115.4%,118.2%,108.6%
2021-02-18,116.5%,110.0%,108.9%,114.9%,118.2%,108.6%
2021-02-19,116.5%,110.0%,108.9%,114.9%,118.2%,108.6%
2021-02-20,116.0%,105.6%,101.4%,114.9%,117.0%,108.6%
2021-02-21,116.6%,114.8%,136.9%,116.3%,117.0%,108.6%
2021-02-22,116.6%,114.8%,136.9%,116.3%,117.0%,108.6%
2021-02-23,116.9%,120.3%,125.3%,116.3%,117.5%,108.6%
2021-02-24,116.9%,120.3%,125.3%,116.3%,117.5%,108.6%
2021-02-25,117.4%,131.4%,132.2%,117.3%,117.5%,108.6%
2021-02-26,117.4%,131.4%,132.2%,117.3%,117.5%,108.6%
2021-02-27,117.4%,125.0%,115.8%,117.3%,117.5%,108.6%
2021-02-28,117.4%,125.0%,115.8%,117.3%,117.5%,108.6%
2021-03-01,117.4%,125.0%,115.8%,117.3%,117.5%,108.6%
2021-03-02,117.0%,118.4%,107.2%,116.6%,117.5%,108.6%
2021-03-03,117.1%,118.8%,107.2%,116.7%,117.5%,108.6%
2021-03-04,117.3%,115.5%,122.5%,116.7%,117.8%,108.6%
2021-03-05,117.3%,115.5%,122.5%,116.7%,117.8%,108.6%
2021-03-06,117.3%,115.5%,122.5%,116.7%,117.8%,108.6%
2021-03-07,117.3%,115.5%,122.5%,116.7%,117.8%,108.6%
2021-03-08,117.3%,115.5%,122.5%,116.7%,117.8%,108.6%
2021-03-09,117.3%,115.5%,122.5%,116.7%,117.8%,108.6%
2021-03-10,117.3%,115.5%,122.5%,116.7%,117.8%,108.6%
2021-03-11,117.3%,115.5%,122.5%,116.7%,117.8%,108.6%
2021-03-12,117.2%,115.2%,115.9%,116.7%,117.8%,108.6%
2021-03-13,116.6%,111.6%,95.4%,115.6%,117.8%,108.6%
2021-03-14,116.6%,111.6%,95.4%,115.6%,117.8%,108.6%
2021-03-15,116.4%,106.9%,109.3%,115.3%,117.8%,108.6%
2021-03-16,116.4%,106.5%,109.3%,115.2%,117.8%,108.6%
2021-03-17,116.5%,108.2%,119.9%,115.5%,117.8%,108.6%
2021-03-18,116.2%,111.2%,103.9%,115.0%,117.8%,108.6%
2021-03-19,116.2%,111.2%,103.9%,115.0%,117.8%,108.6%
2021-03-20,116.4%,116.8%,125.8%,115.0%,118.3%,108.6%
2021-03-21,116.4%,116.8%,125.8%,115.0%,118.3%,108.6%
2021-03-22,116.4%,115.3%,115.4%,115.0%,118.2%,108.6%
2021-03-23,115.8%,111.3%,93.4%,114.0%,118.2%,108.6%
2021-03-24,115.8%,111.3%,93.4%,114.0%,118.2%,108.6%
2021-03-25,115.6%,104.0%,104.9%,113.7%,118.2%,108.6%
2021-03-26,115.6%,104.0%,104.9%,113.7%,118.2%,108.6%
2021-03-27,115.6%,104.0%,104.9%,113.7%,118.2%,108.6%
2021-03-28,115.2%,99.4%,100.4%,113.7%,117.2%,108.6%
2021-03-29,115.2%,99.4%,100.4%,113.7%,117.2%,108.6%
2021-03-30,115.2%,106.2%,114.3%,113.7%,117.1%,108.6%
2021-03-31,115.2%,106.2%,114.3%,113.7%,117.1%,108.6%
2021-04-01,115.0%,106.7%,106.4%,113.7%,116.5%,108.6%
2021-04-02,115.0%,106.7%,106.4%,113.7%,116.5%,108.6%
2021-04-03,114.9%,109.7%,109.2%,113.7%,116.2%,108.6%
2021-04-04,114.9%,109.7%,109.2%,113.7%,116.2%,108.6%
2021-04-05,115.1%,113.0%,124.7%,114.1%,116.2%,108.6%
2021-04-06,115.1%,113.0%,124.7%,114.1%,116.2%,108.6%
2021-04-07,115.0%,115.2%,112.3%,114.1%,116.0%,108.6%
2021-04-08,115.0%,115.2%,112.3%,114.1%,116.0%,108.6%
2021-04-09,115.3%,121.3%,127.7%,114.1%,116.5%,108.6%
2021-04-10,115.3%,118.7%,116.6%,114.1%,116.5%,108.6%
2021-04-11,115.3%,118.7%,116.6%,114.1%,116.5%,108.6%
2021-04-12,115.4%,121.2%,119.2%,114.1%,116.6%,108.6%
2021-04-13,115.0%,110.6%,95.7%,114.1%,115.9%,108.6%
2021-04-14,115.0%,110.6%,95.7%,114.1%,115.9%,108.6%
2021-04-15,115.0%,110.8%,117.4%,114.2%,115.9%,108.6%
2021-04-16,115.0%,110.8%,117.4%,114.2%,115.9%,108.6%
2021-04-17,115.0%,108.2%,111.5%,114.1%,115.9%,108.6%
2021-04-18,115.1%,116.9%,122.9%,114.4%,115.9%,108.6%
2021-04-19,115.1%,116.9%,122.9%,114.4%,115.9%,108.6%
2021-04-20,115.0%,113.7%,107.7%,114.4%,115.6%,108.6%
2021-04-21,115.0%,113.7%,107.7%,114.4%,115.6%,108.6%
2021-04-22,115.0%,116.1%,119.9%,114.4%,115.7%,108.6%
2021-04-23,115.1%,114.3%,117.1%,114.5%,115.7%,108.6%
2021-04-24,115.1%,114.3%,117.1%,114.5%,115.7%,108.6%
