block-pct-last-1,defensive-efficiency-last-1,offensive-efficiency-last-1,steal-pct-last-1,total-rebounds-per-game-last-1,true-shooting-percentage-last-1,turnover-pct-last-1,year,month,day,changes_of_win_rating
1.1,1.188,0.869,7.5,52.0,92.0,16.9,2018,9,1,-1
1.1,1.188,0.869,7.5,52.0,92.0,16.9,2018,9,2,-1
1.1,1.188,0.869,7.5,52.0,92.0,16.9,2018,9,3,-1
1.1,1.188,0.869,7.5,52.0,92.0,16.9,2018,9,4,-1
1.1,1.188,0.869,7.5,52.0,92.0,16.9,2018,9,5,-1
1.1,1.188,0.869,7.5,52.0,92.0,16.9,2018,9,6,-1
1.1,1.188,0.869,7.5,52.0,92.0,16.9,2018,9,7,-1
1.1,1.188,0.869,7.5,52.0,92.0,16.9,2018,9,8,-1
1.1,1.188,0.869,7.5,52.0,92.0,16.9,2018,9,9,-1
1.1,1.188,0.869,7.5,52.0,92.0,16.9,2018,9,10,-1
1.1,1.188,0.869,7.5,52.0,92.0,16.9,2018,9,11,-1
1.1,1.188,0.869,7.5,52.0,92.0,16.9,2018,9,12,-1
1.1,1.188,0.869,7.5,52.0,92.0,16.9,2018,9,13,-1
1.1,1.188,0.869,7.5,52.0,92.0,16.9,2018,9,14,-1
1.1,1.188,0.869,7.5,52.0,92.0,16.9,2018,9,15,-1
1.1,1.188,0.869,7.5,52.0,92.0,16.9,2018,9,16,-1
1.1,1.188,0.869,7.5,52.0,92.0,16.9,2018,9,17,-1
1.1,1.188,0.869,7.5,52.0,92.0,16.9,2018,9,18,-1
1.1,1.188,0.869,7.5,52.0,92.0,16.9,2018,9,19,-1
1.1,1.188,0.869,7.5,52.0,92.0,16.9,2018,9,20,-1
1.1,1.188,0.869,7.5,52.0,92.0,16.9,2018,9,21,-1
1.1,1.188,0.869,7.5,52.0,92.0,16.9,2018,9,22,-1
1.1,1.188,0.869,7.5,52.0,92.0,16.9,2018,9,23,-1
1.1,1.188,0.869,7.5,52.0,92.0,16.9,2018,9,24,-1
1.1,1.188,0.869,7.5,52.0,92.0,16.9,2018,9,25,-1
1.1,1.188,0.869,7.5,52.0,92.0,16.9,2018,9,26,-1
1.1,1.188,0.869,7.5,52.0,92.0,16.9,2018,9,27,-1
1.1,1.188,0.869,7.5,52.0,92.0,16.9,2018,9,28,-1
1.1,1.188,0.869,7.5,52.0,92.0,16.9,2018,9,29,-1
1.1,1.188,0.869,7.5,52.0,92.0,16.9,2018,9,30,-1
1.1,1.188,0.869,7.5,52.0,92.0,16.9,2018,10,1,-1
1.1,1.188,0.869,7.5,52.0,92.0,16.9,2018,10,2,-1
1.1,1.188,0.869,7.5,52.0,92.0,16.9,2018,10,3,-1
1.1,1.188,0.869,7.5,52.0,92.0,16.9,2018,10,4,-1
1.1,1.188,0.869,7.5,52.0,92.0,16.9,2018,10,5,-1
1.1,1.188,0.869,7.5,52.0,92.0,16.9,2018,10,6,-1
1.1,1.188,0.869,7.5,52.0,92.0,16.9,2018,10,7,-1
1.1,1.188,0.869,7.5,52.0,92.0,16.9,2018,10,8,-1
1.1,1.188,0.869,7.5,52.0,92.0,16.9,2018,10,9,-1
1.1,1.188,0.869,7.5,52.0,92.0,16.9,2018,10,10,-1
1.1,1.188,0.869,7.5,52.0,92.0,16.9,2018,10,11,-1
1.1,1.188,0.869,7.5,52.0,92.0,16.9,2018,10,12,-1
1.1,1.188,0.869,7.5,52.0,92.0,16.9,2018,10,13,-1
1.1,1.188,0.869,7.5,52.0,92.0,16.9,2018,10,14,-1
1.1,1.188,0.869,7.5,52.0,92.0,16.9,2018,10,15,-1
3.0,1.122,1.103,3.2,52.0,116.8,10.9,2018,10,21,-1
3.0,1.122,1.103,3.2,52.0,116.8,10.9,2018,10,22,-1
4.3,1.106,1.048,5.1,46.0,121.1,17.1,2018,10,23,-1
4.3,1.106,1.048,5.1,46.0,121.1,17.1,2018,10,24,-1
5.9,1.114,1.135,3.7,54.0,119.6,13.0,2018,10,25,1
5.9,1.114,1.135,3.7,54.0,119.6,13.0,2018,10,26,1
7.5,1.33,1.044,4.4,41.0,111.1,12.8,2018,10,27,-1
7.1,0.804,0.917,12.0,59.0,107.1,20.2,2018,10,28,1
7.1,0.804,0.917,12.0,59.0,107.1,20.2,2018,10,29,1
3.1,1.383,1.151,5.2,57.0,111.6,6.7,2018,10,30,-1
3.1,1.383,1.151,5.2,57.0,111.6,6.7,2018,10,31,-1
6.1,1.023,1.014,5.7,54.0,106.4,12.1,2018,11,1,-1
6.1,1.023,1.014,5.7,54.0,106.4,12.1,2018,11,2,-1
8.2,1.105,1.084,1.9,48.0,112.6,13.0,2018,11,3,-1
4.8,0.954,0.874,11.7,44.0,103.7,18.2,2018,11,4,-1
4.8,0.954,0.874,11.7,44.0,103.7,18.2,2018,11,5,-1
8.5,0.983,0.991,6.5,60.0,106.2,14.8,2018,11,6,1
8.5,0.983,0.991,6.5,60.0,106.2,14.8,2018,11,7,1
7.4,0.995,0.911,7.6,59.0,94.2,10.5,2018,11,8,-1
7.4,0.995,0.911,7.6,59.0,94.2,10.5,2018,11,9,-1
7.4,0.995,0.911,7.6,59.0,94.2,10.5,2018,11,10,-1
6.6,1.008,1.018,6.2,47.0,107.6,10.8,2018,11,11,1
6.6,1.008,1.018,6.2,47.0,107.6,10.8,2018,11,12,1
5.0,0.962,0.915,9.6,53.0,98.5,14.8,2018,11,13,-1
3.8,0.962,0.915,9.6,52.0,98.5,14.8,2018,11,14,-1
3.3,1.078,0.796,7.2,48.0,92.9,20.0,2018,11,15,-1
3.3,1.078,0.796,7.2,48.0,92.9,20.0,2018,11,16,-1
3.2,1.143,0.966,6.7,47.0,103.8,10.8,2018,11,17,-1
3.4,1.103,0.751,11.0,44.0,86.5,18.7,2018,11,18,-1
3.4,1.103,0.751,11.0,44.0,86.5,18.7,2018,11,19,-1
3.4,1.103,0.751,11.0,44.0,86.5,18.7,2018,11,20,-1
3.4,1.103,0.751,11.0,44.0,86.5,18.7,2018,11,21,-1
2.0,1.078,1.153,7.0,44.0,134.2,15.2,2018,11,22,1
2.0,1.078,1.153,7.0,44.0,134.2,15.2,2018,11,23,1
6.9,0.957,0.892,6.8,63.0,92.8,15.0,2018,11,24,-1
3.9,1.049,0.907,5.5,51.0,101.3,14.3,2018,11,25,-1
3.9,1.049,0.907,5.5,51.0,101.3,14.3,2018,11,26,-1
5.4,1.067,1.057,5.5,51.0,112.4,11.3,2018,11,27,-1
5.4,1.067,1.057,5.5,50.0,112.4,11.3,2018,11,28,-1
3.4,1.12,1.091,8.1,55.0,109.9,9.8,2018,11,29,-1
3.4,1.12,1.091,8.1,55.0,109.9,9.8,2018,11,30,-1
7.6,1.069,0.879,4.4,47.0,95.0,14.0,2018,12,1,-1
7.1,1.138,0.988,9.8,49.0,105.6,12.4,2018,12,2,-1
7.1,1.138,0.988,9.8,49.0,105.6,12.4,2018,12,3,-1
7.1,1.138,0.988,9.8,49.0,105.6,12.4,2018,12,4,-1
2.6,0.947,0.888,7.4,50.0,93.4,16.8,2018,12,5,-1
2.6,0.947,0.888,7.4,50.0,93.4,16.8,2018,12,6,-1
2.6,0.947,0.888,7.4,50.0,93.4,16.8,2018,12,7,-1
6.4,1.008,1.026,12.0,45.0,122.7,18.1,2018,12,8,1
2.2,1.394,0.807,2.8,45.0,87.8,16.4,2018,12,9,-1
2.2,1.394,0.807,2.8,45.0,87.8,16.4,2018,12,10,-1
4.5,1.052,0.867,8.9,44.0,108.3,24.6,2018,12,11,-1
3.4,1.052,0.867,8.9,44.0,108.3,24.6,2018,12,12,-1
3.4,1.052,0.867,8.9,44.0,108.3,24.6,2018,12,13,-1
4.9,0.983,0.922,9.3,43.0,113.0,18.1,2018,12,14,-1
4.9,0.983,0.922,9.3,43.0,113.0,18.1,2018,12,15,-1
11.0,0.977,1.03,11.7,50.0,102.1,8.7,2018,12,16,1
11.0,0.977,1.03,11.7,50.0,102.1,8.7,2018,12,17,1
7.9,1.14,0.904,8.1,47.0,103.7,21.0,2018,12,18,-1
7.9,1.14,0.904,8.1,47.0,103.7,21.0,2018,12,19,-1
6.8,1.018,0.986,6.9,48.0,97.1,8.7,2018,12,20,-1
6.8,1.018,0.986,6.9,48.0,97.1,8.7,2018,12,21,-1
7.0,0.88,0.99,4.8,56.0,103.0,10.0,2018,12,22,1
7.0,0.88,0.99,4.8,56.0,103.0,10.0,2018,12,23,1
3.6,0.97,1.181,6.9,47.0,130.1,14.7,2018,12,24,1
3.6,0.97,1.181,6.9,47.0,130.1,14.7,2018,12,25,1
3.6,0.97,1.181,6.9,47.0,130.1,14.7,2018,12,26,1
5.4,1.175,0.928,5.3,48.0,91.6,8.8,2018,12,27,-1
5.4,1.175,0.928,5.3,48.0,91.6,8.8,2018,12,28,-1
7.1,0.956,1.05,8.6,52.0,111.1,9.7,2018,12,29,1
7.1,0.956,1.05,8.6,52.0,111.1,9.7,2018,12,30,1
2.2,0.969,0.908,6.1,50.0,100.5,17.1,2018,12,31,-1
2.2,0.969,0.908,6.1,50.0,100.5,17.1,2019,1,1,-1
2.2,0.969,0.908,6.1,50.0,100.5,17.1,2019,1,2,-1
0.0,1.183,0.887,8.1,41.0,93.5,11.0,2019,1,3,-1
0.0,1.183,0.887,8.1,41.0,93.5,11.0,2019,1,4,-1
2.2,1.121,1.093,8.7,49.0,119.4,15.8,2019,1,5,-1
2.2,1.121,1.093,8.7,49.0,119.4,15.8,2019,1,6,-1
4.8,1.196,1.023,5.8,50.0,105.1,12.1,2019,1,7,-1
4.8,1.196,1.023,5.8,50.0,105.1,12.1,2019,1,8,-1
4.8,1.196,1.023,5.8,50.0,105.1,12.1,2019,1,9,-1
3.6,1.198,1.082,4.6,42.0,109.8,10.6,2019,1,10,-1
3.6,1.198,1.082,4.6,42.0,109.8,10.6,2019,1,11,-1
1.1,1.407,1.051,7.8,35.0,115.8,12.0,2019,1,12,-1
8.0,1.053,0.976,7.0,54.0,97.1,9.6,2019,1,13,-1
8.0,1.053,0.976,7.0,54.0,97.1,9.6,2019,1,14,-1
8.0,1.053,0.976,7.0,54.0,97.1,9.6,2019,1,15,-1
7.3,1.031,0.964,9.4,56.0,96.7,12.8,2019,1,16,-1
7.3,1.031,0.964,9.4,56.0,96.7,12.8,2019,1,17,-1
3.1,1.394,1.084,2.7,50.0,106.9,10.6,2019,1,18,-1
3.1,1.394,1.084,2.7,50.0,106.9,10.6,2019,1,19,-1
1.3,1.151,1.013,8.3,49.0,101.6,12.3,2019,1,20,-1
1.3,1.151,1.013,8.3,49.0,101.6,12.3,2019,1,21,-1
2.3,0.879,1.039,7.2,58.0,120.3,16.6,2019,1,22,1
2.3,0.879,1.039,7.2,58.0,120.3,16.6,2019,1,23,1
6.7,1.205,1.006,6.0,41.0,110.0,14.0,2019,1,24,-1
6.7,1.205,1.006,6.0,41.0,110.0,14.0,2019,1,25,-1
6.1,0.993,0.946,9.8,54.0,93.8,9.3,2019,1,26,-1
6.1,0.993,0.946,9.8,54.0,93.8,9.3,2019,1,27,-1
8.7,1.077,1.046,4.6,54.0,105.1,9.6,2019,1,28,-1
8.7,1.077,1.046,4.6,54.0,105.1,9.6,2019,1,29,-1
8.5,1.061,1.017,4.9,61.0,113.6,15.0,2019,1,30,-1
3.4,0.931,1.099,5.4,46.0,119.4,12.9,2019,1,31,1
3.4,0.931,1.099,5.4,46.0,119.4,12.9,2019,2,1,1
3.4,0.931,1.099,5.4,46.0,119.4,12.9,2019,2,2,1
2.4,1.325,1.251,3.9,42.0,127.1,9.8,2019,2,3,-1
2.4,1.325,1.251,3.9,42.0,127.1,9.8,2019,2,4,-1
2.4,1.325,1.251,3.9,42.0,127.1,9.8,2019,2,5,-1
2.4,1.325,1.251,3.9,42.0,127.1,9.8,2019,2,6,-1
7.1,1.28,1.229,7.2,45.0,120.0,7.5,2019,2,7,-1
7.1,1.28,1.229,7.2,45.0,120.0,7.5,2019,2,8,-1
5.3,0.986,1.163,4.4,57.0,129.7,15.6,2019,2,9,1
5.3,1.241,1.158,6.1,52.0,113.3,9.0,2019,2,10,-1
5.3,1.241,1.158,6.1,52.0,113.3,9.0,2019,2,11,-1
2.5,1.04,0.92,7.1,54.0,94.7,12.0,2019,2,12,-1
2.5,1.04,0.92,7.1,54.0,94.7,12.0,2019,2,13,-1
3.4,1.095,1.215,1.9,54.0,130.1,13.7,2019,2,14,1
3.4,1.095,1.215,1.9,54.0,130.1,13.7,2019,2,15,1
3.4,1.095,1.215,1.9,54.0,130.1,13.7,2019,2,16,1
3.4,1.095,1.215,1.9,54.0,130.1,13.7,2019,2,17,1
3.4,1.095,1.215,1.9,54.0,130.1,13.7,2019,2,18,1
3.4,1.095,1.215,1.9,54.0,130.1,13.7,2019,2,19,1
3.4,1.095,1.215,1.9,54.0,130.1,13.7,2019,2,20,1
3.4,1.095,1.215,1.9,54.0,130.1,13.7,2019,2,21,1
3.4,1.095,1.215,1.9,54.0,130.1,13.7,2019,2,22,1
4.9,1.093,1.103,7.4,44.0,111.1,7.6,2019,2,23,1
2.2,1.143,1.242,3.7,51.0,128.6,11.6,2019,2,24,1
2.2,1.143,1.242,3.7,51.0,128.6,11.6,2019,2,25,1
3.3,1.139,1.032,2.7,54.0,103.5,6.4,2019,2,26,-1
3.3,1.139,1.032,2.7,54.0,103.5,6.4,2019,2,27,-1
9.6,1.027,1.046,10.3,47.0,116.1,13.5,2019,2,28,1
9.6,1.027,1.046,10.3,47.0,116.1,13.5,2019,3,1,1
4.1,1.096,1.144,6.4,78.0,118.5,10.8,2019,3,2,1
4.1,1.096,1.144,6.4,78.0,118.5,10.8,2019,3,3,1
5.6,1.164,1.117,5.1,50.0,115.7,12.2,2019,3,4,-1
5.6,1.164,1.117,5.1,50.0,115.7,12.2,2019,3,5,-1
8.3,1.073,0.981,6.4,56.0,92.0,8.9,2019,3,6,-1
3.4,1.053,1.063,6.1,57.0,102.1,11.1,2019,3,7,1
3.4,1.053,1.063,6.1,57.0,102.1,11.1,2019,3,8,1
4.8,1.099,1.02,8.3,42.0,111.9,14.6,2019,3,9,-1
4.8,1.099,1.02,8.3,42.0,111.9,14.6,2019,3,10,-1
5.5,1.325,1.092,3.7,47.0,114.5,9.5,2019,3,11,-1
5.5,1.325,1.092,3.7,47.0,114.5,9.5,2019,3,12,-1
0.0,1.193,1.038,5.6,47.0,110.7,14.0,2019,3,13,-1
0.0,1.193,1.038,5.6,47.0,110.7,14.0,2019,3,14,-1
0.0,1.193,1.038,5.6,47.0,110.7,14.0,2019,3,15,-1
6.1,1.2,1.135,2.5,54.0,126.5,14.8,2019,3,16,-1
6.1,1.2,1.135,2.5,54.0,126.5,14.8,2019,3,17,-1
5.8,1.197,0.946,4.9,47.0,104.1,17.0,2019,3,18,-1
4.8,1.001,1.15,8.2,57.0,115.5,11.6,2019,3,19,1
4.8,1.001,1.15,8.2,57.0,115.5,11.6,2019,3,20,1
2.2,1.086,1.14,8.2,58.0,110.5,11.2,2019,3,21,1
2.2,1.086,1.14,8.2,58.0,110.5,11.2,2019,3,22,1
2.2,1.086,1.14,8.2,58.0,110.5,11.2,2019,3,23,1
3.2,1.114,0.811,5.2,54.0,81.8,10.6,2019,3,24,-1
3.2,1.114,0.811,5.2,54.0,81.8,10.6,2019,3,25,-1
3.2,1.114,0.811,5.2,54.0,81.8,10.6,2019,3,26,-1
2.3,1.051,0.967,11.1,50.0,107.9,15.9,2019,3,27,-1
0.0,1.256,1.043,3.9,48.0,98.0,9.1,2019,3,28,-1
0.0,1.256,1.043,3.9,48.0,98.0,9.1,2019,3,29,-1
0.0,1.256,1.043,3.9,48.0,98.0,9.1,2019,3,30,-1
6.7,1.215,0.989,5.6,57.0,96.6,10.9,2019,3,31,-1
6.7,1.215,0.989,5.6,57.0,96.6,10.9,2019,4,1,-1
2.7,1.148,1.067,8.6,51.0,100.1,6.3,2019,4,2,-1
2.7,1.148,1.067,8.6,51.0,100.1,6.3,2019,4,3,-1
5.2,1.03,1.039,5.8,55.0,117.3,16.7,2019,4,4,1
5.2,1.03,1.039,5.8,55.0,117.3,16.7,2019,4,5,1
5.2,1.03,1.039,5.8,55.0,117.3,16.7,2019,4,6,1
3.4,1.175,0.972,3.7,43.0,99.9,7.6,2019,4,7,-1
3.4,1.175,0.972,3.7,43.0,99.9,7.6,2019,4,8,-1
3.4,1.175,0.972,3.7,43.0,99.9,7.6,2019,4,9,-1
4.3,0.985,0.882,6.5,58.0,88.9,6.8,2019,4,10,-1
3.2,1.255,1.094,3.7,49.0,106.7,7.4,2019,4,11,-1
3.2,1.255,1.094,3.7,49.0,106.7,7.4,2019,4,12,-1
3.2,1.255,1.094,3.7,49.0,106.7,7.4,2019,4,13,-1
3.2,1.255,1.094,3.7,49.0,106.7,7.4,2019,4,14,-1
3.2,1.255,1.094,3.7,49.0,106.7,7.4,2019,4,15,-1
3.2,1.255,1.094,3.7,49.0,106.7,7.4,2019,4,16,-1
3.2,1.255,1.094,3.7,49.0,106.7,7.4,2019,4,17,-1
3.2,1.255,1.094,3.7,49.0,106.7,7.4,2019,4,18,-1
3.2,1.255,1.094,3.7,49.0,106.7,7.4,2019,4,19,-1
3.2,1.255,1.094,3.7,49.0,106.7,7.4,2019,4,20,-1
3.2,1.255,1.094,3.7,49.0,106.7,7.4,2019,4,21,-1
3.2,1.255,1.094,3.7,49.0,106.7,7.4,2019,4,22,-1
3.2,1.255,1.094,3.7,49.0,106.7,7.4,2019,4,23,-1
3.2,1.255,1.094,3.7,49.0,106.7,7.4,2019,4,24,-1
3.2,1.255,1.094,3.7,49.0,106.7,7.4,2019,4,25,-1
3.2,1.255,1.094,3.7,49.0,106.7,7.4,2019,4,26,-1
3.2,1.255,1.094,3.7,49.0,106.7,7.4,2019,4,27,-1
3.2,1.255,1.094,3.7,49.0,106.7,7.4,2019,4,28,-1
3.2,1.255,1.094,3.7,49.0,106.7,7.4,2019,4,29,-1
3.2,1.255,1.094,3.7,49.0,106.7,7.4,2019,4,30,-1
3.2,1.255,1.094,3.7,49.0,106.7,7.4,2019,5,1,-1
3.2,1.255,1.094,3.7,49.0,106.7,7.4,2019,5,2,-1
3.2,1.255,1.094,3.7,49.0,106.7,7.4,2019,5,3,-1
3.2,1.255,1.094,3.7,49.0,106.7,7.4,2019,5,4,-1
3.2,1.255,1.094,3.7,49.0,106.7,7.4,2019,5,5,-1
3.2,1.255,1.094,3.7,49.0,106.7,7.4,2019,5,6,-1
3.2,1.255,1.094,3.7,49.0,106.7,7.4,2019,5,7,-1
3.2,1.255,1.094,3.7,49.0,106.7,7.4,2019,5,8,-1
3.2,1.255,1.094,3.7,49.0,106.7,7.4,2019,5,9,-1
3.2,1.255,1.094,3.7,49.0,106.7,7.4,2019,5,10,-1
3.2,1.255,1.094,3.7,49.0,106.7,7.4,2019,5,11,-1
3.2,1.255,1.094,3.7,49.0,106.7,7.4,2019,5,12,-1
3.2,1.255,1.094,3.7,49.0,106.7,7.4,2019,5,13,-1
3.2,1.255,1.094,3.7,49.0,106.7,7.4,2019,5,14,-1
3.2,1.255,1.094,3.7,49.0,106.7,7.4,2019,5,15,-1
3.2,1.255,1.094,3.7,49.0,106.7,7.4,2019,5,16,-1
3.2,1.255,1.094,3.7,49.0,106.7,7.4,2019,5,17,-1
3.2,1.255,1.094,3.7,49.0,106.7,7.4,2019,5,18,-1
3.2,1.255,1.094,3.7,49.0,106.7,7.4,2019,5,19,-1
3.2,1.255,1.094,3.7,49.0,106.7,7.4,2019,5,20,-1
3.2,1.255,1.094,3.7,49.0,106.7,7.4,2019,5,21,-1
3.2,1.255,1.094,3.7,49.0,106.7,7.4,2019,5,22,-1
3.2,1.255,1.094,3.7,49.0,106.7,7.4,2019,5,23,-1
3.2,1.255,1.094,3.7,49.0,106.7,7.4,2019,5,24,-1
3.2,1.255,1.094,3.7,49.0,106.7,7.4,2019,5,25,-1
3.2,1.255,1.094,3.7,49.0,106.7,7.4,2019,5,26,-1
3.2,1.255,1.094,3.7,49.0,106.7,7.4,2019,5,27,-1
3.2,1.255,1.094,3.7,49.0,106.7,7.4,2019,5,28,-1
3.2,1.255,1.094,3.7,49.0,106.7,7.4,2019,5,29,-1
3.2,1.255,1.094,3.7,49.0,106.7,7.4,2019,5,30,-1
3.2,1.255,1.094,3.7,49.0,106.7,7.4,2019,5,31,-1
3.2,1.255,1.094,3.7,49.0,106.7,7.4,2019,6,1,-1
3.2,1.255,1.094,3.7,49.0,106.7,7.4,2019,6,2,-1
3.2,1.255,1.094,3.7,49.0,106.7,7.4,2019,6,3,-1
3.2,1.255,1.094,3.7,49.0,106.7,7.4,2019,6,4,-1
3.2,1.255,1.094,3.7,49.0,106.7,7.4,2019,6,5,-1
3.2,1.255,1.094,3.7,49.0,106.7,7.4,2019,6,6,-1
3.2,1.255,1.094,3.7,49.0,106.7,7.4,2019,6,7,-1
3.2,1.255,1.094,3.7,49.0,106.7,7.4,2019,6,8,-1
3.2,1.255,1.094,3.7,49.0,106.7,7.4,2019,6,9,-1
3.2,1.255,1.094,3.7,49.0,106.7,7.4,2019,6,10,-1
3.2,1.255,1.094,3.7,49.0,106.7,7.4,2019,6,11,-1
3.2,1.255,1.094,3.7,49.0,106.7,7.4,2019,6,12,-1
3.2,1.255,1.094,3.7,49.0,106.7,7.4,2019,6,13,-1
3.2,1.255,1.094,3.7,49.0,106.7,7.4,2019,6,14,-1
3.2,1.255,1.094,3.7,49.0,106.7,7.4,2019,6,15,-1
3.2,1.255,1.094,3.7,49.0,106.7,7.4,2019,6,16,-1
3.2,1.255,1.094,3.7,49.0,106.7,7.4,2019,6,17,-1
3.2,1.255,1.094,3.7,49.0,106.7,7.4,2019,6,18,-1
3.2,1.255,1.094,3.7,49.0,106.7,7.4,2019,6,19,-1
3.2,1.255,1.094,3.7,49.0,106.7,7.4,2019,6,20,-1
3.2,1.255,1.094,3.7,49.0,106.7,7.4,2019,6,21,-1
3.2,1.255,1.094,3.7,49.0,106.7,7.4,2019,6,22,-1
3.2,1.255,1.094,3.7,49.0,106.7,7.4,2019,6,23,-1
3.2,1.255,1.094,3.7,49.0,106.7,7.4,2019,6,24,-1
3.2,1.255,1.094,3.7,49.0,106.7,7.4,2019,6,25,-1
3.2,1.255,1.094,3.7,49.0,106.7,7.4,2019,6,26,-1
3.2,1.255,1.094,3.7,49.0,106.7,7.4,2019,6,27,-1
3.2,1.255,1.094,3.7,49.0,106.7,7.4,2019,6,28,-1
3.2,1.255,1.094,3.7,49.0,106.7,7.4,2019,6,29,-1
3.2,1.255,1.094,3.7,49.0,106.7,7.4,2019,6,30,-1
3.2,1.255,1.094,3.7,49.0,106.7,7.4,2019,7,1,-1
3.2,1.255,1.094,3.7,49.0,106.7,7.4,2019,7,2,-1
3.2,1.255,1.094,3.7,49.0,106.7,7.4,2019,7,3,-1
3.2,1.255,1.094,3.7,49.0,106.7,7.4,2019,7,4,-1
3.2,1.255,1.094,3.7,49.0,106.7,7.4,2019,7,5,-1
3.2,1.255,1.094,3.7,49.0,106.7,7.4,2019,7,6,-1
3.2,1.255,1.094,3.7,49.0,106.7,7.4,2019,7,7,-1
3.2,1.255,1.094,3.7,49.0,106.7,7.4,2019,7,8,-1
3.2,1.255,1.094,3.7,49.0,106.7,7.4,2019,7,9,-1
3.2,1.255,1.094,3.7,49.0,106.7,7.4,2019,7,10,-1
3.2,1.255,1.094,3.7,49.0,106.7,7.4,2019,7,11,-1
3.2,1.255,1.094,3.7,49.0,106.7,7.4,2019,7,12,-1
3.2,1.255,1.094,3.7,49.0,106.7,7.4,2019,7,13,-1
3.2,1.255,1.094,3.7,49.0,106.7,7.4,2019,7,14,-1
3.2,1.255,1.094,3.7,49.0,106.7,7.4,2019,7,15,-1
3.2,1.255,1.094,3.7,49.0,106.7,7.4,2019,7,16,-1
3.2,1.255,1.094,3.7,49.0,106.7,7.4,2019,7,17,-1
3.2,1.255,1.094,3.7,49.0,106.7,7.4,2019,7,18,-1
3.2,1.255,1.094,3.7,49.0,106.7,7.4,2019,7,19,-1
3.2,1.255,1.094,3.7,49.0,106.7,7.4,2019,7,20,-1
3.2,1.255,1.094,3.7,49.0,106.7,7.4,2019,7,21,-1
3.2,1.255,1.094,3.7,49.0,106.7,7.4,2019,7,22,-1
3.2,1.255,1.094,3.7,49.0,106.7,7.4,2019,7,23,-1
3.2,1.255,1.094,3.7,49.0,106.7,7.4,2019,7,24,-1
3.2,1.255,1.094,3.7,49.0,106.7,7.4,2019,7,25,-1
3.2,1.255,1.094,3.7,49.0,106.7,7.4,2019,7,26,-1
3.2,1.255,1.094,3.7,49.0,106.7,7.4,2019,7,27,-1
3.2,1.255,1.094,3.7,49.0,106.7,7.4,2019,7,28,-1
3.2,1.255,1.094,3.7,49.0,106.7,7.4,2019,7,29,-1
3.2,1.255,1.094,3.7,49.0,106.7,7.4,2019,7,30,-1
3.2,1.255,1.094,3.7,49.0,106.7,7.4,2019,7,31,-1
3.2,1.255,1.094,3.7,49.0,106.7,7.4,2019,8,1,-1
3.2,1.255,1.094,3.7,49.0,106.7,7.4,2019,8,2,-1
3.2,1.255,1.094,3.7,49.0,106.7,7.4,2019,8,3,-1
3.2,1.255,1.094,3.7,49.0,106.7,7.4,2019,8,4,-1
3.2,1.255,1.094,3.7,49.0,106.7,7.4,2019,8,5,-1
3.2,1.255,1.094,3.7,49.0,106.7,7.4,2019,8,6,-1
3.2,1.255,1.094,3.7,49.0,106.7,7.4,2019,8,7,-1
3.2,1.255,1.094,3.7,49.0,106.7,7.4,2019,8,8,-1
3.2,1.255,1.094,3.7,49.0,106.7,7.4,2019,8,9,-1
3.2,1.255,1.094,3.7,49.0,106.7,7.4,2019,8,10,-1
3.2,1.255,1.094,3.7,49.0,106.7,7.4,2019,8,11,-1
3.2,1.255,1.094,3.7,49.0,106.7,7.4,2019,8,12,-1
3.2,1.255,1.094,3.7,49.0,106.7,7.4,2019,8,13,-1
3.2,1.255,1.094,3.7,49.0,106.7,7.4,2019,8,14,-1
3.2,1.255,1.094,3.7,49.0,106.7,7.4,2019,8,15,-1
3.2,1.255,1.094,3.7,49.0,106.7,7.4,2019,8,16,-1
3.2,1.255,1.094,3.7,49.0,106.7,7.4,2019,8,17,-1
3.2,1.255,1.094,3.7,49.0,106.7,7.4,2019,8,18,-1
3.2,1.255,1.094,3.7,49.0,106.7,7.4,2019,8,19,-1
3.2,1.255,1.094,3.7,49.0,106.7,7.4,2019,8,20,-1
3.2,1.255,1.094,3.7,49.0,106.7,7.4,2019,8,21,-1
3.2,1.255,1.094,3.7,49.0,106.7,7.4,2019,8,22,-1
3.2,1.255,1.094,3.7,49.0,106.7,7.4,2019,8,23,-1
3.2,1.255,1.094,3.7,49.0,106.7,7.4,2019,8,24,-1
3.2,1.255,1.094,3.7,49.0,106.7,7.4,2019,8,25,-1
3.2,1.255,1.094,3.7,49.0,106.7,7.4,2019,8,26,-1
3.2,1.255,1.094,3.7,49.0,106.7,7.4,2019,8,27,-1
3.2,1.255,1.094,3.7,49.0,106.7,7.4,2019,8,28,-1
3.2,1.255,1.094,3.7,49.0,106.7,7.4,2019,8,29,-1
3.2,1.255,1.094,3.7,49.0,106.7,7.4,2019,8,30,-1
3.2,1.255,1.094,3.7,49.0,106.7,7.4,2019,8,31,-1
3.2,1.255,1.094,3.7,49.0,106.7,7.4,2019,9,1,-1
3.2,1.255,1.094,3.7,49.0,106.7,7.4,2019,9,2,-1
3.2,1.255,1.094,3.7,49.0,106.7,7.4,2019,9,3,-1
3.2,1.255,1.094,3.7,49.0,106.7,7.4,2019,9,4,-1
3.2,1.255,1.094,3.7,49.0,106.7,7.4,2019,9,5,-1
3.2,1.255,1.094,3.7,49.0,106.7,7.4,2019,9,6,-1
3.2,1.255,1.094,3.7,49.0,106.7,7.4,2019,9,7,-1
