date,total-rebounds-per-game-year,total-rebounds-per-game-last-3,total-rebounds-per-game-last-1,total-rebounds-per-game-home,total-rebounds-per-game-away,total-rebounds-per-game-last-year
2015-10-12,54.9,49.0,41.0,55.6,54.2,52.8
2015-10-13,54.9,49.0,41.0,55.6,54.2,52.8
2015-10-14,54.9,49.0,41.0,55.6,54.2,52.8
2015-10-15,54.9,49.0,41.0,55.6,54.2,52.8
2015-10-16,54.9,49.0,41.0,55.6,54.2,52.8
2015-10-17,54.9,49.0,41.0,55.6,54.2,52.8
2015-10-18,54.9,49.0,41.0,55.6,54.2,52.8
2015-10-19,54.9,49.0,41.0,55.6,54.2,52.8
2015-10-20,54.9,49.0,41.0,55.6,54.2,52.8
2015-10-21,54.9,49.0,41.0,55.6,54.2,52.8
2015-10-22,54.9,49.0,41.0,55.6,54.2,52.8
2015-10-23,54.9,49.0,41.0,55.6,54.2,52.8
2015-10-24,54.9,49.0,41.0,55.6,54.2,52.8
2015-10-25,54.9,49.0,41.0,55.6,54.2,52.8
2015-10-26,54.9,49.0,41.0,55.6,54.2,52.8
2015-10-27,--,--,--,--,--,54.9
2015-10-28,58.0,58.0,58.0,58.0,--,54.9
2015-10-29,53.5,53.5,49.0,58.0,49.0,54.9
2015-10-30,53.5,53.5,49.0,58.0,49.0,54.9
2015-10-31,55.7,55.7,60.0,58.0,54.5,54.9
2015-11-01,55.7,55.7,60.0,58.0,54.5,54.9
2015-11-02,56.0,55.3,57.0,57.5,54.5,54.9
2015-11-03,56.0,55.3,57.0,57.5,54.5,54.9
2015-11-04,52.8,52.3,40.0,57.5,49.7,54.9
2015-11-05,52.8,52.3,40.0,57.5,49.7,54.9
2015-11-06,53.2,50.7,55.0,56.7,49.7,54.9
2015-11-07,53.2,50.7,55.0,56.7,49.7,54.9
2015-11-08,54.9,53.3,65.0,58.8,49.7,54.9
2015-11-09,54.9,53.3,65.0,58.8,49.7,54.9
2015-11-10,55.9,61.0,63.0,58.8,53.0,54.9
2015-11-11,55.9,61.0,63.0,58.8,53.0,54.9
2015-11-12,55.9,61.0,63.0,58.8,53.0,54.9
2015-11-13,55.9,61.0,63.0,58.8,53.0,54.9
2015-11-14,57.2,65.3,68.0,60.6,53.0,54.9
2015-11-15,57.2,65.3,68.0,60.6,53.0,54.9
2015-11-16,57.2,65.3,68.0,60.6,53.0,54.9
2015-11-17,57.6,64.0,61.0,60.7,53.0,54.9
2015-11-18,57.6,64.0,61.0,60.7,53.0,54.9
2015-11-19,57.5,62.0,57.0,60.7,53.8,54.9
2015-11-20,57.5,62.0,57.0,60.7,53.8,54.9
2015-11-21,56.3,53.7,43.0,60.7,52.0,54.9
2015-11-22,56.3,53.7,43.0,60.7,52.0,54.9
2015-11-23,56.3,53.7,43.0,60.7,52.0,54.9
2015-11-24,56.3,53.7,43.0,60.7,52.0,54.9
2015-11-25,56.4,52.3,57.0,60.7,52.7,54.9
2015-11-26,56.4,52.3,57.0,60.7,52.7,54.9
2015-11-27,56.4,52.3,57.0,60.7,52.7,54.9
2015-11-28,56.4,52.0,56.0,60.7,53.1,54.9
2015-11-29,56.4,52.0,56.0,60.7,53.1,54.9
2015-11-30,56.4,52.0,56.0,60.7,53.1,54.9
2015-12-01,56.7,58.0,61.0,60.7,53.1,54.9
2015-12-02,56.7,58.0,61.0,60.7,53.1,54.9
2015-12-03,57.6,62.7,71.0,62.0,53.1,54.9
2015-12-04,57.6,62.7,71.0,62.0,53.1,54.9
2015-12-05,57.6,62.7,71.0,62.0,53.1,54.9
2015-12-06,57.6,63.7,59.0,61.7,53.1,54.9
2015-12-07,57.6,63.7,59.0,61.7,53.1,54.9
2015-12-08,57.7,62.7,58.0,61.3,53.1,54.9
2015-12-09,57.7,62.7,58.0,61.3,53.1,54.9
2015-12-10,57.9,59.7,62.0,61.3,54.1,54.9
2015-12-11,58.0,60.0,60.0,61.2,54.1,54.9
2015-12-12,58.0,60.0,60.0,61.2,54.1,54.9
2015-12-13,57.9,59.3,56.0,60.8,54.1,54.9
2015-12-14,57.9,59.3,56.0,60.8,54.1,54.9
2015-12-15,58.0,58.7,60.0,60.7,54.1,54.9
2015-12-16,58.0,58.7,60.0,60.7,54.1,54.9
2015-12-17,57.9,57.0,55.0,60.3,54.1,54.9
2015-12-18,57.9,57.0,55.0,60.3,54.1,54.9
2015-12-19,58.8,65.0,80.0,61.6,54.1,54.9
2015-12-20,58.8,64.3,58.0,61.6,54.5,54.9
2015-12-21,58.8,64.3,58.0,61.6,54.5,54.9
2015-12-22,58.6,64.0,54.0,61.1,54.5,54.9
2015-12-23,58.6,64.0,54.0,61.1,54.5,54.9
2015-12-24,58.6,64.0,54.0,61.1,54.5,54.9
2015-12-25,58.6,64.0,54.0,61.1,54.5,54.9
2015-12-26,58.7,58.3,63.0,61.1,55.3,54.9
2015-12-27,58.4,55.0,48.0,61.1,54.7,54.9
2015-12-28,58.4,55.0,48.0,61.1,54.7,54.9
2015-12-29,58.4,57.0,60.0,61.1,54.7,54.9
2015-12-30,58.4,57.0,60.0,61.1,54.7,54.9
2015-12-31,58.6,57.3,64.0,61.2,54.7,54.9
2016-01-01,58.6,57.3,64.0,61.2,54.7,54.9
2016-01-02,58.7,61.7,61.0,61.2,54.7,54.9
2016-01-03,58.7,61.7,61.0,61.2,54.7,54.9
2016-01-04,58.4,58.7,51.0,61.2,54.4,54.9
2016-01-05,58.4,58.7,51.0,61.2,54.4,54.9
2016-01-06,58.1,53.3,48.0,60.5,54.4,54.9
2016-01-07,58.1,53.3,48.0,60.5,54.4,54.9
2016-01-08,58.4,55.7,68.0,60.9,54.4,54.9
2016-01-09,58.4,55.7,68.0,60.9,54.4,54.9
2016-01-10,58.3,56.7,54.0,60.9,54.4,54.9
2016-01-11,58.3,56.7,54.0,60.9,54.4,54.9
2016-01-12,58.0,57.0,49.0,60.4,54.4,54.9
2016-01-13,58.2,56.0,65.0,60.4,55.1,54.9
2016-01-14,58.2,56.0,65.0,60.4,55.1,54.9
2016-01-15,58.3,58.7,62.0,60.4,55.5,54.9
2016-01-16,58.3,61.0,56.0,60.2,55.5,54.9
2016-01-17,58.3,61.0,56.0,60.2,55.5,54.9
2016-01-18,58.3,61.0,56.0,60.2,55.5,54.9
2016-01-19,58.0,54.7,46.0,60.2,54.9,54.9
2016-01-20,58.0,54.7,46.0,60.2,54.9,54.9
2016-01-21,58.0,53.7,59.0,60.1,54.9,54.9
2016-01-22,58.0,53.7,59.0,60.1,54.9,54.9
2016-01-23,58.0,54.3,58.0,60.1,55.1,54.9
2016-01-24,58.0,59.0,60.0,60.1,55.4,54.9
2016-01-25,58.0,59.0,60.0,60.1,55.4,54.9
2016-01-26,57.9,56.7,52.0,59.8,55.4,54.9
2016-01-27,57.9,56.7,52.0,59.8,55.4,54.9
2016-01-28,57.9,56.7,52.0,59.8,55.4,54.9
2016-01-29,58.0,57.7,61.0,59.8,55.6,54.9
2016-01-30,58.0,57.7,61.0,59.8,55.6,54.9
2016-01-31,58.0,57.7,61.0,59.8,55.6,54.9
2016-02-01,57.7,53.3,47.0,59.8,55.2,54.9
2016-02-02,57.6,54.0,54.0,59.8,55.2,54.9
2016-02-03,57.6,54.0,54.0,59.8,55.2,54.9
2016-02-04,57.6,52.7,57.0,59.8,55.3,54.9
2016-02-05,57.6,52.7,57.0,59.8,55.3,54.9
2016-02-06,57.6,55.3,55.0,59.8,55.2,54.9
2016-02-07,57.3,51.3,42.0,59.8,54.7,54.9
2016-02-08,57.3,51.3,42.0,59.8,54.7,54.9
2016-02-09,57.0,47.7,46.0,59.8,54.4,54.9
2016-02-10,57.0,47.7,46.0,59.8,54.4,54.9
2016-02-11,56.8,45.0,47.0,59.3,54.4,54.9
2016-02-12,56.8,45.0,47.0,59.3,54.4,54.9
2016-02-13,56.8,45.0,47.0,59.3,54.4,54.9
2016-02-14,56.8,45.0,47.0,59.3,54.4,54.9
2016-02-15,56.8,45.0,47.0,59.3,54.4,54.9
2016-02-16,56.8,45.0,47.0,59.3,54.4,54.9
2016-02-17,56.8,45.0,47.0,59.3,54.4,54.9
2016-02-18,56.8,45.0,47.0,59.3,54.4,54.9
2016-02-19,56.9,50.7,59.0,59.3,54.6,54.9
2016-02-20,56.9,54.3,57.0,59.2,54.6,54.9
2016-02-21,56.9,54.3,57.0,59.2,54.6,54.9
2016-02-22,56.6,52.3,41.0,58.6,54.6,54.9
2016-02-23,56.6,52.3,41.0,58.6,54.6,54.9
2016-02-24,56.6,52.3,41.0,58.6,54.6,54.9
2016-02-25,56.6,52.0,58.0,58.6,54.6,54.9
2016-02-26,56.6,52.0,58.0,58.6,54.6,54.9
2016-02-27,56.7,53.3,61.0,58.6,54.8,54.9
2016-02-28,56.6,57.3,53.0,58.4,54.8,54.9
2016-02-29,56.6,57.3,53.0,58.4,54.8,54.9
2016-03-01,56.6,57.3,53.0,58.4,54.8,54.9
2016-03-02,56.4,51.3,40.0,58.4,54.3,54.9
2016-03-03,56.4,51.0,60.0,58.4,54.5,54.9
2016-03-04,56.4,51.0,60.0,58.4,54.5,54.9
2016-03-05,56.4,51.0,60.0,58.4,54.5,54.9
2016-03-06,56.5,54.3,63.0,58.5,54.5,54.9
2016-03-07,56.5,54.3,63.0,58.5,54.5,54.9
2016-03-08,56.4,57.3,49.0,58.2,54.5,54.9
2016-03-09,56.4,57.3,49.0,58.2,54.5,54.9
2016-03-10,56.4,57.3,49.0,58.2,54.5,54.9
2016-03-11,56.4,56.3,57.0,58.2,54.5,54.9
2016-03-12,56.2,50.3,45.0,57.8,54.5,54.9
2016-03-13,56.2,50.3,45.0,57.8,54.5,54.9
2016-03-14,56.2,50.3,45.0,57.8,54.5,54.9
2016-03-15,56.0,48.7,44.0,57.8,54.2,54.9
2016-03-16,56.0,48.7,44.0,57.8,54.2,54.9
2016-03-17,55.9,46.0,49.0,57.8,54.1,54.9
2016-03-18,55.9,49.7,56.0,57.8,54.1,54.9
2016-03-19,55.9,49.7,56.0,57.8,54.1,54.9
2016-03-20,55.9,51.7,50.0,57.5,54.1,54.9
2016-03-21,55.9,51.7,50.0,57.5,54.1,54.9
2016-03-22,55.8,52.3,51.0,57.4,54.1,54.9
2016-03-23,55.8,52.3,51.0,57.4,54.1,54.9
2016-03-24,55.5,46.0,37.0,56.8,54.1,54.9
2016-03-25,55.4,44.0,44.0,56.8,53.8,54.9
2016-03-26,55.4,44.0,44.0,56.8,53.8,54.9
2016-03-27,55.3,44.0,51.0,56.8,53.7,54.9
2016-03-28,55.3,44.0,51.0,56.8,53.7,54.9
2016-03-29,55.5,54.3,68.0,57.1,53.7,54.9
2016-03-30,55.4,57.3,53.0,57.1,53.7,54.9
2016-03-31,55.4,57.3,53.0,57.1,53.7,54.9
2016-04-01,55.3,56.7,49.0,57.1,53.5,54.9
2016-04-02,55.3,56.7,49.0,57.1,53.5,54.9
2016-04-03,55.3,52.0,54.0,57.0,53.5,54.9
2016-04-04,55.1,48.0,41.0,57.0,53.2,54.9
2016-04-05,55.1,48.0,41.0,57.0,53.2,54.9
2016-04-06,55.1,48.0,49.0,57.0,53.1,54.9
2016-04-07,55.1,48.0,49.0,57.0,53.1,54.9
2016-04-08,54.9,45.3,46.0,57.0,52.9,54.9
2016-04-09,54.9,45.3,46.0,57.0,52.9,54.9
2016-04-10,55.0,50.0,55.0,57.0,52.9,54.9
2016-04-11,55.0,50.0,55.0,57.0,52.9,54.9
2016-04-12,54.8,47.7,42.0,57.0,52.7,54.9
2016-04-13,54.8,47.7,42.0,57.0,52.7,54.9
2016-04-14,54.9,52.3,60.0,57.0,52.7,54.9
2016-04-15,54.9,52.3,60.0,57.0,52.7,54.9
2016-04-16,54.9,52.3,60.0,57.0,52.7,54.9
2016-04-17,54.9,52.3,60.0,57.0,52.7,54.9
2016-04-18,54.9,52.3,60.0,57.0,52.7,54.9
2016-04-19,54.9,52.3,60.0,57.0,52.7,54.9
2016-04-20,54.9,52.3,60.0,57.0,52.7,54.9
2016-04-21,54.9,52.3,60.0,57.0,52.7,54.9
2016-04-22,54.9,52.3,60.0,57.0,52.7,54.9
2016-04-23,54.9,52.3,60.0,57.0,52.7,54.9
2016-04-24,54.9,52.3,60.0,57.0,52.7,54.9
2016-04-25,54.9,52.3,60.0,57.0,52.7,54.9
2016-04-26,54.9,52.3,60.0,57.0,52.7,54.9
2016-04-27,54.9,52.3,60.0,57.0,52.7,54.9
2016-04-28,54.9,52.3,60.0,57.0,52.7,54.9
2016-04-29,54.9,52.3,60.0,57.0,52.7,54.9
2016-04-30,54.9,52.3,60.0,57.0,52.7,54.9
2016-05-01,54.9,52.3,60.0,57.0,52.7,54.9
2016-05-02,54.9,52.3,60.0,57.0,52.7,54.9
2016-05-03,54.9,52.3,60.0,57.0,52.7,54.9
2016-05-04,54.9,52.3,60.0,57.0,52.7,54.9
2016-05-05,54.9,52.3,60.0,57.0,52.7,54.9
2016-05-06,54.9,52.3,60.0,57.0,52.7,54.9
2016-05-07,54.9,52.3,60.0,57.0,52.7,54.9
2016-05-08,54.9,52.3,60.0,57.0,52.7,54.9
2016-05-09,54.9,52.3,60.0,57.0,52.7,54.9
2016-05-10,54.9,52.3,60.0,57.0,52.7,54.9
2016-05-11,54.9,52.3,60.0,57.0,52.7,54.9
2016-05-12,54.9,52.3,60.0,57.0,52.7,54.9
2016-05-13,54.9,52.3,60.0,57.0,52.7,54.9
2016-05-14,54.9,52.3,60.0,57.0,52.7,54.9
2016-05-15,54.9,52.3,60.0,57.0,52.7,54.9
2016-05-16,54.9,52.3,60.0,57.0,52.7,54.9
2016-05-17,54.9,52.3,60.0,57.0,52.7,54.9
2016-05-18,54.9,52.3,60.0,57.0,52.7,54.9
2016-05-19,54.9,52.3,60.0,57.0,52.7,54.9
2016-05-20,54.9,52.3,60.0,57.0,52.7,54.9
2016-05-21,54.9,52.3,60.0,57.0,52.7,54.9
2016-05-22,54.9,52.3,60.0,57.0,52.7,54.9
2016-05-23,54.9,52.3,60.0,57.0,52.7,54.9
2016-05-24,54.9,52.3,60.0,57.0,52.7,54.9
2016-05-25,54.9,52.3,60.0,57.0,52.7,54.9
2016-05-26,54.9,52.3,60.0,57.0,52.7,54.9
2016-05-27,54.9,52.3,60.0,57.0,52.7,54.9
2016-05-28,54.9,52.3,60.0,57.0,52.7,54.9
2016-05-29,54.9,52.3,60.0,57.0,52.7,54.9
2016-05-30,54.9,52.3,60.0,57.0,52.7,54.9
2016-05-31,54.9,52.3,60.0,57.0,52.7,54.9
2016-06-01,54.9,52.3,60.0,57.0,52.7,54.9
2016-06-02,54.9,52.3,60.0,57.0,52.7,54.9
2016-06-03,54.9,52.3,60.0,57.0,52.7,54.9
2016-06-04,54.9,52.3,60.0,57.0,52.7,54.9
2016-06-05,54.9,52.3,60.0,57.0,52.7,54.9
2016-06-06,54.9,52.3,60.0,57.0,52.7,54.9
2016-06-07,54.9,52.3,60.0,57.0,52.7,54.9
2016-06-08,54.9,52.3,60.0,57.0,52.7,54.9
2016-06-09,54.9,52.3,60.0,57.0,52.7,54.9
2016-06-10,54.9,52.3,60.0,57.0,52.7,54.9
2016-06-11,54.9,52.3,60.0,57.0,52.7,54.9
2016-06-12,54.9,52.3,60.0,57.0,52.7,54.9
2016-06-13,54.9,52.3,60.0,57.0,52.7,54.9
2016-06-14,54.9,52.3,60.0,57.0,52.7,54.9
2016-06-15,54.9,52.3,60.0,57.0,52.7,54.9
2016-06-16,54.9,52.3,60.0,57.0,52.7,54.9
2016-06-17,54.9,52.3,60.0,57.0,52.7,54.9
2016-06-18,54.9,52.3,60.0,57.0,52.7,54.9
2016-06-19,54.9,52.3,60.0,57.0,52.7,54.9
2016-06-20,54.9,52.3,60.0,57.0,52.7,54.9
2016-06-21,54.9,52.3,60.0,57.0,52.7,54.9
2016-06-22,54.9,52.3,60.0,57.0,52.7,54.9
2016-06-23,54.9,52.3,60.0,57.0,52.7,54.9
2016-06-24,54.9,52.3,60.0,57.0,52.7,54.9
2016-06-25,54.9,52.3,60.0,57.0,52.7,54.9
2016-06-26,54.9,52.3,60.0,57.0,52.7,54.9
2016-06-27,54.9,52.3,60.0,57.0,52.7,54.9
2016-06-28,54.9,52.3,60.0,57.0,52.7,54.9
2016-06-29,54.9,52.3,60.0,57.0,52.7,54.9
2016-06-30,54.9,52.3,60.0,57.0,52.7,54.9
2016-07-01,54.9,52.3,60.0,57.0,52.7,54.9
2016-07-02,54.9,52.3,60.0,57.0,52.7,54.9
2016-07-03,54.9,52.3,60.0,57.0,52.7,54.9
2016-07-04,54.9,52.3,60.0,57.0,52.7,54.9
2016-07-05,54.9,52.3,60.0,57.0,52.7,54.9
2016-07-06,54.9,52.3,60.0,57.0,52.7,54.9
2016-07-07,54.9,52.3,60.0,57.0,52.7,54.9
2016-07-08,54.9,52.3,60.0,57.0,52.7,54.9
2016-07-09,54.9,52.3,60.0,57.0,52.7,54.9
2016-07-10,54.9,52.3,60.0,57.0,52.7,54.9
2016-07-11,54.9,52.3,60.0,57.0,52.7,54.9
2016-07-12,54.9,52.3,60.0,57.0,52.7,54.9
2016-07-13,54.9,52.3,60.0,57.0,52.7,54.9
2016-07-14,54.9,52.3,60.0,57.0,52.7,54.9
2016-07-15,54.9,52.3,60.0,57.0,52.7,54.9
2016-07-16,54.9,52.3,60.0,57.0,52.7,54.9
2016-07-17,54.9,52.3,60.0,57.0,52.7,54.9
2016-07-18,54.9,52.3,60.0,57.0,52.7,54.9
2016-07-19,54.9,52.3,60.0,57.0,52.7,54.9
2016-07-20,54.9,52.3,60.0,57.0,52.7,54.9
2016-07-21,54.9,52.3,60.0,57.0,52.7,54.9
2016-07-22,54.9,52.3,60.0,57.0,52.7,54.9
2016-07-23,54.9,52.3,60.0,57.0,52.7,54.9
2016-07-24,54.9,52.3,60.0,57.0,52.7,54.9
2016-07-25,54.9,52.3,60.0,57.0,52.7,54.9
2016-07-26,54.9,52.3,60.0,57.0,52.7,54.9
2016-07-27,54.9,52.3,60.0,57.0,52.7,54.9
2016-07-28,54.9,52.3,60.0,57.0,52.7,54.9
2016-07-29,54.9,52.3,60.0,57.0,52.7,54.9
2016-07-30,54.9,52.3,60.0,57.0,52.7,54.9
2016-07-31,54.9,52.3,60.0,57.0,52.7,54.9
2016-08-01,54.9,52.3,60.0,57.0,52.7,54.9
2016-08-02,54.9,52.3,60.0,57.0,52.7,54.9
2016-08-03,54.9,52.3,60.0,57.0,52.7,54.9
2016-08-04,54.9,52.3,60.0,57.0,52.7,54.9
2016-08-05,54.9,52.3,60.0,57.0,52.7,54.9
2016-08-06,54.9,52.3,60.0,57.0,52.7,54.9
2016-08-07,54.9,52.3,60.0,57.0,52.7,54.9
2016-08-08,54.9,52.3,60.0,57.0,52.7,54.9
2016-08-09,54.9,52.3,60.0,57.0,52.7,54.9
2016-08-10,54.9,52.3,60.0,57.0,52.7,54.9
2016-08-11,54.9,52.3,60.0,57.0,52.7,54.9
2016-08-12,54.9,52.3,60.0,57.0,52.7,54.9
2016-08-13,54.9,52.3,60.0,57.0,52.7,54.9
2016-08-14,54.9,52.3,60.0,57.0,52.7,54.9
2016-08-15,54.9,52.3,60.0,57.0,52.7,54.9
2016-08-16,54.9,52.3,60.0,57.0,52.7,54.9
2016-08-17,54.9,52.3,60.0,57.0,52.7,54.9
2016-08-18,54.9,52.3,60.0,57.0,52.7,54.9
2016-08-19,54.9,52.3,60.0,57.0,52.7,54.9
2016-08-20,54.9,52.3,60.0,57.0,52.7,54.9
2016-08-21,54.9,52.3,60.0,57.0,52.7,54.9
2016-08-22,54.9,52.3,60.0,57.0,52.7,54.9
2016-08-23,54.9,52.3,60.0,57.0,52.7,54.9
2016-08-24,54.9,52.3,60.0,57.0,52.7,54.9
2016-08-25,54.9,52.3,60.0,57.0,52.7,54.9
2016-08-26,54.9,52.3,60.0,57.0,52.7,54.9
2016-08-27,54.9,52.3,60.0,57.0,52.7,54.9
2016-08-28,54.9,52.3,60.0,57.0,52.7,54.9
2016-08-29,54.9,52.3,60.0,57.0,52.7,54.9
2016-08-30,54.9,52.3,60.0,57.0,52.7,54.9
2016-08-31,54.9,52.3,60.0,57.0,52.7,54.9
2016-09-01,54.9,52.3,60.0,57.0,52.7,54.9
2016-09-02,54.9,52.3,60.0,57.0,52.7,54.9
2016-09-03,54.9,52.3,60.0,57.0,52.7,54.9
2016-09-04,54.9,52.3,60.0,57.0,52.7,54.9
2016-09-05,54.9,52.3,60.0,57.0,52.7,54.9
2016-09-06,54.9,52.3,60.0,57.0,52.7,54.9
2016-09-07,54.9,52.3,60.0,57.0,52.7,54.9
2016-09-08,54.9,52.3,60.0,57.0,52.7,54.9
2016-09-09,54.9,52.3,60.0,57.0,52.7,54.9
2016-09-10,54.9,52.3,60.0,57.0,52.7,54.9
2016-09-11,54.9,52.3,60.0,57.0,52.7,54.9
2016-09-12,54.9,52.3,60.0,57.0,52.7,54.9
2016-09-13,54.9,52.3,60.0,57.0,52.7,54.9
2016-09-14,54.9,52.3,60.0,57.0,52.7,54.9
2016-09-15,54.9,52.3,60.0,57.0,52.7,54.9
2016-09-16,54.9,52.3,60.0,57.0,52.7,54.9
2016-09-17,54.9,52.3,60.0,57.0,52.7,54.9
2016-09-18,54.9,52.3,60.0,57.0,52.7,54.9
2016-09-19,54.9,52.3,60.0,57.0,52.7,54.9
2016-09-20,54.9,52.3,60.0,57.0,52.7,54.9
2016-09-21,54.9,52.3,60.0,57.0,52.7,54.9
2016-09-22,54.9,52.3,60.0,57.0,52.7,54.9
2016-09-23,54.9,52.3,60.0,57.0,52.7,54.9
2016-09-24,54.9,52.3,60.0,57.0,52.7,54.9
2016-09-25,54.9,52.3,60.0,57.0,52.7,54.9
2016-09-26,54.9,52.3,60.0,57.0,52.7,54.9
2016-09-27,54.9,52.3,60.0,57.0,52.7,54.9
2016-09-28,54.9,52.3,60.0,57.0,52.7,54.9
2016-09-29,54.9,52.3,60.0,57.0,52.7,54.9
2016-09-30,54.9,52.3,60.0,57.0,52.7,54.9
2016-10-01,54.9,52.3,60.0,57.0,52.7,54.9
2016-10-02,54.9,52.3,60.0,57.0,52.7,54.9
2016-10-03,54.9,52.3,60.0,57.0,52.7,54.9
2016-10-04,54.9,52.3,60.0,57.0,52.7,54.9
2016-10-05,54.9,52.3,60.0,57.0,52.7,54.9
2016-10-06,54.9,52.3,60.0,57.0,52.7,54.9
2016-10-07,54.9,52.3,60.0,57.0,52.7,54.9
2016-10-08,54.9,52.3,60.0,57.0,52.7,54.9
2016-10-09,54.9,52.3,60.0,57.0,52.7,54.9
2016-10-10,54.9,52.3,60.0,57.0,52.7,54.9
2016-10-11,54.9,52.3,60.0,57.0,52.7,54.9
2016-10-12,54.9,52.3,60.0,57.0,52.7,54.9
2016-10-13,54.9,52.3,60.0,57.0,52.7,54.9
2016-10-14,54.9,52.3,60.0,57.0,52.7,54.9
2016-10-15,54.9,52.3,60.0,57.0,52.7,54.9
2016-10-16,54.9,52.3,60.0,57.0,52.7,54.9
2016-10-17,54.9,52.3,60.0,57.0,52.7,54.9
2016-10-18,54.9,52.3,60.0,57.0,52.7,54.9
2016-10-19,54.9,52.3,60.0,57.0,52.7,54.9
2016-10-20,54.9,52.3,60.0,57.0,52.7,54.9
2016-10-21,54.9,52.3,60.0,57.0,52.7,54.9
2016-10-22,54.9,52.3,60.0,57.0,52.7,54.9
2016-10-23,54.9,52.3,60.0,57.0,52.7,54.9
2016-10-24,54.9,52.3,60.0,57.0,52.7,54.9
2016-10-25,--,--,--,--,--,54.9
2016-10-26,--,--,--,--,--,54.9
2016-10-27,--,--,--,--,--,54.9
2016-10-28,67.0,67.0,67.0,67.0,--,54.9
2016-10-29,67.0,67.0,67.0,67.0,--,54.9
2016-10-30,59.5,59.5,52.0,59.5,--,54.9
2016-10-31,59.5,59.5,52.0,59.5,--,54.9
2016-11-01,60.0,60.0,61.0,59.5,61.0,54.9
2016-11-02,60.0,60.0,61.0,59.5,61.0,54.9
2016-11-03,60.0,57.7,60.0,59.5,60.5,54.9
2016-11-04,60.0,57.7,60.0,59.5,60.5,54.9
2016-11-05,58.2,57.3,51.0,56.7,60.5,54.9
2016-11-06,56.7,53.3,49.0,56.7,56.7,54.9
2016-11-07,56.7,53.3,49.0,56.7,56.7,54.9
2016-11-08,57.4,54.0,62.0,58.0,56.7,54.9
2016-11-09,57.4,54.0,62.0,58.0,56.7,54.9
2016-11-10,55.2,50.3,40.0,58.0,52.5,54.9
2016-11-11,55.6,53.3,58.0,58.0,53.6,54.9
2016-11-12,55.6,53.3,58.0,58.0,53.6,54.9
2016-11-13,56.0,52.7,60.0,58.4,53.6,54.9
2016-11-14,56.0,52.7,60.0,58.4,53.6,54.9
2016-11-15,56.0,52.7,60.0,58.4,53.6,54.9
2016-11-16,57.7,64.3,75.0,58.4,57.2,54.9
2016-11-17,57.7,64.3,75.0,58.4,57.2,54.9
2016-11-18,57.7,64.0,57.0,58.4,57.1,54.9
2016-11-19,57.7,64.0,57.0,58.4,57.1,54.9
2016-11-20,56.8,59.3,46.0,58.4,55.8,54.9
2016-11-21,57.4,56.0,65.0,58.4,56.8,54.9
2016-11-22,57.4,56.0,65.0,58.4,56.8,54.9
2016-11-23,57.2,55.3,55.0,58.4,56.6,54.9
2016-11-24,57.2,55.3,55.0,58.4,56.6,54.9
2016-11-25,57.2,55.3,55.0,58.4,56.6,54.9
2016-11-26,57.2,59.0,57.0,58.4,56.6,54.9
2016-11-27,57.2,59.0,57.0,58.4,56.6,54.9
2016-11-28,57.2,59.0,57.0,58.4,56.6,54.9
2016-11-29,57.2,59.0,57.0,58.4,56.6,54.9
2016-11-30,57.2,59.0,57.0,58.4,56.6,54.9
2016-12-01,57.1,55.7,55.0,57.8,56.6,54.9
2016-12-02,57.1,55.7,55.0,57.8,56.6,54.9
2016-12-03,57.1,56.3,57.0,57.7,56.6,54.9
2016-12-04,56.6,53.3,48.0,57.7,55.9,54.9
2016-12-05,56.6,53.3,48.0,57.7,55.9,54.9
2016-12-06,56.6,54.0,57.0,57.6,55.9,54.9
2016-12-07,56.4,52.7,53.0,57.6,55.7,54.9
2016-12-08,56.5,52.7,53.0,57.6,55.8,54.9
2016-12-09,56.5,55.7,57.0,57.6,55.8,54.9
2016-12-10,56.5,55.7,57.0,57.6,55.8,54.9
2016-12-11,56.4,54.7,54.0,57.2,55.8,54.9
2016-12-12,56.4,54.7,54.0,57.2,55.8,54.9
2016-12-13,56.4,54.7,54.0,57.2,55.8,54.9
2016-12-14,56.0,53.0,48.0,56.4,55.8,54.9
2016-12-15,56.0,53.0,48.0,56.4,55.8,54.9
2016-12-16,55.9,51.7,53.0,56.4,55.6,54.9
2016-12-17,56.0,53.3,59.0,56.6,55.6,54.9
2016-12-18,56.0,53.3,59.0,56.6,55.6,54.9
2016-12-19,56.0,53.3,59.0,56.6,55.6,54.9
2016-12-20,55.7,53.3,48.0,55.9,55.6,54.9
2016-12-21,55.7,53.3,48.0,55.9,55.6,54.9
2016-12-22,55.8,55.0,58.0,56.1,55.6,54.9
2016-12-23,55.8,55.0,58.0,56.1,55.6,54.9
2016-12-24,55.9,54.7,58.0,56.1,55.7,54.9
2016-12-25,55.9,54.7,58.0,56.1,55.7,54.9
2016-12-26,55.6,54.0,46.0,56.1,55.1,54.9
2016-12-27,55.7,55.0,61.0,56.4,55.1,54.9
2016-12-28,55.7,55.0,61.0,56.4,55.1,54.9
2016-12-29,56.0,56.7,63.0,56.8,55.1,54.9
2016-12-30,56.0,56.7,63.0,56.8,55.1,54.9
2016-12-31,55.9,59.3,54.0,56.8,55.1,54.9
2017-01-01,55.6,54.0,45.0,56.2,55.1,54.9
2017-01-02,55.6,54.0,45.0,56.2,55.1,54.9
2017-01-03,55.5,49.7,50.0,55.8,55.1,54.9
